id,price,restaurant_id,data_id,name,_rid,_self,_etag,_attachments,_ts
10,20.1,101,660,2004 SAUVIGNON Western Cape Sincerely Neil Ellis,LFZbAInsZRQLAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQLAAAAAAAAAA==/,"""540016b0-0000-0200-0000-622fb56d0000""",attachments/,1647293805
11,27.4,283,1867,Shredsded Pork w. Garlic Sauce,LFZbAInsZRQMAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQMAAAAAAAAAA==/,"""540017b0-0000-0200-0000-622fb56d0000""",attachments/,1647293805
12,19.0,48,304,Strawberry Mineral Water,LFZbAInsZRQNAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQNAAAAAAAAAA==/,"""540018b0-0000-0200-0000-622fb56d0000""",attachments/,1647293805
13,25.1,157,1050,"Mesclun Salad: Leaf Lettuce, Mandarin Oranges, Walnuts, Goat Cheese and Plum Tomatoes ... 5.95",LFZbAInsZRQOAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQOAAAAAAAAAA==/,"""540019b0-0000-0200-0000-622fb56d0000""",attachments/,1647293805
14,25.6,94,615,Smoked Chub Fillet,LFZbAInsZRQPAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQPAAAAAAAAAA==/,"""54001ab0-0000-0200-0000-622fb56d0000""",attachments/,1647293805
15,13.5,128,859,"Mixed Green Salad- with Coach Farms triple creme goat cheese, toasted pumpkin seeds and apple cider vinegar",LFZbAInsZRQQAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQQAAAAAAAAAA==/,"""54001bb0-0000-0200-0000-622fb56d0000""",attachments/,1647293805
16,36.4,296,1954,Golden Bantam Corn on Cob,LFZbAInsZRQRAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQRAAAAAAAAAA==/,"""54001cb0-0000-0200-0000-622fb56e0000""",attachments/,1647293806
17,21.8,282,1862,"Hogue Cellars Fume, 1996, Columbia Valley",LFZbAInsZRQSAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQSAAAAAAAAAA==/,"""54001eb0-0000-0200-0000-622fb56e0000""",attachments/,1647293806
18,20.9,298,1969,"Hogue Cellars Fume, 1996, Columbia Valley",LFZbAInsZRQTAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQTAAAAAAAAAA==/,"""54001fb0-0000-0200-0000-622fb56e0000""",attachments/,1647293806
19,19.1,383,2514,"Wraps: W4  Chicken Fajita Black Beans, Vermont Cheddar & Monterey Jack Cheese, Chopped Tomato & Avocado ... 6.25",LFZbAInsZRQUAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQUAAAAAAAAAA==/,"""540020b0-0000-0200-0000-622fb56e0000""",attachments/,1647293806
20,8.2,143,957,French fries,LFZbAInsZRQVAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQVAAAAAAAAAA==/,"""540021b0-0000-0200-0000-622fb56e0000""",attachments/,1647293806
21,30.4,207,1363,"Cuvaison, Chardonnay, Carneros, USA 1999",LFZbAInsZRQWAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQWAAAAAAAAAA==/,"""540022b0-0000-0200-0000-622fb56e0000""",attachments/,1647293806
22,10.0,125,845,"Veuve Clicquot, Yellow Label, Brut NV",LFZbAInsZRQXAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQXAAAAAAAAAA==/,"""540023b0-0000-0200-0000-622fb56e0000""",attachments/,1647293806
23,24.6,244,1611,San Pellegrino Sparkling Water,LFZbAInsZRQYAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQYAAAAAAAAAA==/,"""540024b0-0000-0200-0000-622fb56e0000""",attachments/,1647293806
24,25.4,153,1020,"Vegetarian Curried Noodles. Chinese Egg Noodles stir-fried with Leeks, Bok Choi, Eggplant and Tofu",LFZbAInsZRQZAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQZAAAAAAAAAA==/,"""540025b0-0000-0200-0000-622fb56e0000""",attachments/,1647293806
25,21.8,75,480,Burger,LFZbAInsZRQaAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQaAAAAAAAAAA==/,"""540026b0-0000-0200-0000-622fb56f0000""",attachments/,1647293807
26,22.8,30,193,"Merlot, Duckhorn, 1997. (Napa Valley)",LFZbAInsZRQbAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQbAAAAAAAAAA==/,"""540027b0-0000-0200-0000-622fb56f0000""",attachments/,1647293807
27,22.6,262,1721,Blueberry  or Apple Crumb Cake ...1.75,LFZbAInsZRQcAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQcAAAAAAAAAA==/,"""540028b0-0000-0200-0000-622fb56f0000""",attachments/,1647293807
28,24.3,234,1542,Steamed Broccoli w. String Bean,LFZbAInsZRQdAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQdAAAAAAAAAA==/,"""540029b0-0000-0200-0000-622fb56f0000""",attachments/,1647293807
29,35.8,328,2165,"Trout Provencal. Sauteed with diced Tomatoes, Mushrooms and Garlic...with Rice",LFZbAInsZRQeAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQeAAAAAAAAAA==/,"""54002ab0-0000-0200-0000-622fb56f0000""",attachments/,1647293807
30,13.8,32,203,CÃƒÂ´te de bÃ…Â“uf with haricot verts and Balthazar onion rings - for two,LFZbAInsZRQfAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQfAAAAAAAAAA==/,"""54002bb0-0000-0200-0000-622fb56f0000""",attachments/,1647293807
31,34.1,53,337,"GRILLED AHI TUNA ON BRAISED SHIITAKES WITH WILTED FRISEE AND A CRACKED MUSTARD INFUSION SAUCE, BASIL AIOLI",LFZbAInsZRQgAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQgAAAAAAAAAA==/,"""54002db0-0000-0200-0000-622fb56f0000""",attachments/,1647293807
32,25.3,191,1265,LONG-STEM DRISCOLL STRAWBERRIES DIPPED IN CHOCOLATE,LFZbAInsZRQhAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQhAAAAAAAAAA==/,"""54002eb0-0000-0200-0000-622fb56f0000""",attachments/,1647293807
33,32.5,36,234,"Duckhorn 1995, Napa",LFZbAInsZRQiAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQiAAAAAAAAAA==/,"""54002fb0-0000-0200-0000-622fb56f0000""",attachments/,1647293807
34,25.1,275,1809,"Pinot Noir, Lot # 1 1, Ramsay, 1998.  (California)",LFZbAInsZRQjAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQjAAAAAAAAAA==/,"""540030b0-0000-0200-0000-622fb56f0000""",attachments/,1647293807
35,28.0,265,1744,FREE RANGE YOUNG CHICKEN WITH ROASTED POTATOES ROSEMARY AND OLIVES,LFZbAInsZRQkAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQkAAAAAAAAAA==/,"""540031b0-0000-0200-0000-622fb5700000""",attachments/,1647293808
36,18.3,73,469,"Insalata Tre colori ENDIVE, ARUGOLA & RADICCHIO",LFZbAInsZRQlAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQlAAAAAAAAAA==/,"""540032b0-0000-0200-0000-622fb5700000""",attachments/,1647293808
37,11.6,310,2041,"LHereu: Cava, Macabeo, Xarel-Lo",LFZbAInsZRQmAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQmAAAAAAAAAA==/,"""540033b0-0000-0200-0000-622fb5700000""",attachments/,1647293808
38,29.6,393,2578,"Pouilly-Fume, Vieilles Vignes, Regis Minet, 1999 (Loire Valley)",LFZbAInsZRQnAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQnAAAAAAAAAA==/,"""540034b0-0000-0200-0000-622fb5700000""",attachments/,1647293808
39,30.0,181,1211,Unfiltered Apple Juice,LFZbAInsZRQoAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQoAAAAAAAAAA==/,"""540035b0-0000-0200-0000-622fb5700000""",attachments/,1647293808
40,21.9,124,837,Oranges,LFZbAInsZRQpAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQpAAAAAAAAAA==/,"""540036b0-0000-0200-0000-622fb5700000""",attachments/,1647293808
41,24.0,64,411,"SAUTEED ARTICHOKE WITH BASIL Artichoke, Tomato and Soy Protein in a Black Bean Sauce Seasoned with Basil (Taro Spring Roll, Brown Rice)",LFZbAInsZRQqAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQqAAAAAAAAAA==/,"""540037b0-0000-0200-0000-622fb5700000""",attachments/,1647293808
42,24.9,179,1196,Fresh Shrimp Chop Suey,LFZbAInsZRQrAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQrAAAAAAAAAA==/,"""540038b0-0000-0200-0000-622fb5700000""",attachments/,1647293808
43,17.5,368,2412,Baked Stuffed Lobster with buttery Crabmeat Stuffing,LFZbAInsZRQsAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQsAAAAAAAAAA==/,"""540039b0-0000-0200-0000-622fb5700000""",attachments/,1647293808
44,24.0,309,2037,Duchess potatoes,LFZbAInsZRQtAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQtAAAAAAAAAA==/,"""54003ab0-0000-0200-0000-622fb5710000""",attachments/,1647293809
45,28.0,260,1712,"Chardonnay, Lindemans Bin 65",LFZbAInsZRQuAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQuAAAAAAAAAA==/,"""54003cb0-0000-0200-0000-622fb5710000""",attachments/,1647293809
46,17.0,9,64,Topi-Maki and Mixed Salad,LFZbAInsZRQvAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQvAAAAAAAAAA==/,"""54003db0-0000-0200-0000-622fb5710000""",attachments/,1647293809
47,22.9,5,32,Gnocchi Bolognese HOMEMADE DUMPLINGS PASTA WITH MEAT SAUCE,LFZbAInsZRQwAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQwAAAAAAAAAA==/,"""54003eb0-0000-0200-0000-622fb5710000""",attachments/,1647293809
48,26.0,308,2027,Shrimp w. Eggplant,LFZbAInsZRQxAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQxAAAAAAAAAA==/,"""54003fb0-0000-0200-0000-622fb5710000""",attachments/,1647293809
49,17.4,347,2289,Fried Crabmeat Stick,LFZbAInsZRQyAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQyAAAAAAAAAA==/,"""540040b0-0000-0200-0000-622fb5710000""",attachments/,1647293809
50,29.0,371,2438,Mozzarella with Roasted Red Pepper Bruschetta,LFZbAInsZRQzAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQzAAAAAAAAAA==/,"""540041b0-0000-0200-0000-622fb5710000""",attachments/,1647293809
51,28.6,91,590,Fish & Chips. Regular or Spicy,LFZbAInsZRQ0AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQ0AAAAAAAAAA==/,"""540043b0-0000-0200-0000-622fb5710000""",attachments/,1647293809
52,25.1,234,1536,Half-Pound Hamburger Served on a Roll with French Fries or Salad,LFZbAInsZRQ1AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQ1AAAAAAAAAA==/,"""540044b0-0000-0200-0000-622fb5710000""",attachments/,1647293809
53,25.5,301,1985,"Cobb Salad: Diced Avocado, Bacon, Turkey, Ham, Tomato, Swiss and Cheddar Cheeses, Choice of Dressing",LFZbAInsZRQ2AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQ2AAAAAAAAAA==/,"""540045b0-0000-0200-0000-622fb5710000""",attachments/,1647293809
54,13.5,215,1411,"STEAK TARTARE, THE CONVENTIONAL WAY OR LIGHTLY SEARED",LFZbAInsZRQ3AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQ3AAAAAAAAAA==/,"""540046b0-0000-0200-0000-622fb5720000""",attachments/,1647293810
55,33.2,45,285,Beef w. Eggplant,LFZbAInsZRQ4AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQ4AAAAAAAAAA==/,"""540047b0-0000-0200-0000-622fb5720000""",attachments/,1647293810
56,11.0,68,437,"Gewurztraminer, Cote de Rouffach, Mure, 1998 (Alsace)",LFZbAInsZRQ5AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQ5AAAAAAAAAA==/,"""540048b0-0000-0200-0000-622fb5720000""",attachments/,1647293810
57,23.4,216,1421,1/4 lb. Colossal Crab Meat,LFZbAInsZRQ6AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQ6AAAAAAAAAA==/,"""54004ab0-0000-0200-0000-622fb5720000""",attachments/,1647293810
58,29.5,288,1902,"Crispy Chicken Wings w. Garlic Sauce, w. Beef Fried Rice",LFZbAInsZRQ7AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQ7AAAAAAAAAA==/,"""54004bb0-0000-0200-0000-622fb5720000""",attachments/,1647293810
59,34.5,218,1429,Burger,LFZbAInsZRQ8AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQ8AAAAAAAAAA==/,"""54004db0-0000-0200-0000-622fb5720000""",attachments/,1647293810
60,15.6,131,880,Kiwi Mineral Water,LFZbAInsZRQ9AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQ9AAAAAAAAAA==/,"""54004eb0-0000-0200-0000-622fb5720000""",attachments/,1647293810
61,13.9,18,126,2007 ASSYRTIKO Santorini Sigalas,LFZbAInsZRQ+AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQ+AAAAAAAAAA==/,"""540050b0-0000-0200-0000-622fb5720000""",attachments/,1647293810
62,27.2,58,373,"Valpolicella, Quintarelli 1993",LFZbAInsZRQ-AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRQ-AAAAAAAAAA==/,"""540051b0-0000-0200-0000-622fb5720000""",attachments/,1647293810
63,21.8,339,2225,Steamed Broccoli w. Snow Peas & String Beans,LFZbAInsZRRAAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRAAAAAAAAAAA==/,"""540052b0-0000-0200-0000-622fb5730000""",attachments/,1647293811
64,16.0,419,2749,"Primitivo, A. Mano",LFZbAInsZRRBAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRBAAAAAAAAAA==/,"""540053b0-0000-0200-0000-622fb5730000""",attachments/,1647293811
65,22.5,43,278,"Frogs Leap, 1995, Napa",LFZbAInsZRRCAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRCAAAAAAAAAA==/,"""540054b0-0000-0200-0000-622fb5730000""",attachments/,1647293811
66,17.7,266,1754,"Muscat, Beaumes de Venise",LFZbAInsZRRDAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRDAAAAAAAAAA==/,"""540055b0-0000-0200-0000-622fb5730000""",attachments/,1647293811
67,26.6,320,2104,CAPESANTE IN CROSTA DI ERBE AROMATICHE,LFZbAInsZRREAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRREAAAAAAAAAA==/,"""540056b0-0000-0200-0000-622fb5730000""",attachments/,1647293811
68,18.2,327,2155,Chicken w. Brococli,LFZbAInsZRRFAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRFAAAAAAAAAA==/,"""540058b0-0000-0200-0000-622fb5730000""",attachments/,1647293811
69,22.9,157,1055,Kung Po Baby Shrimp,LFZbAInsZRRGAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRGAAAAAAAAAA==/,"""540059b0-0000-0200-0000-622fb5730000""",attachments/,1647293811
70,29.2,287,1897,"Chateau Olivier, Grand Cru Classe De Graves 1995 (Bordeaux)",LFZbAInsZRRHAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRHAAAAAAAAAA==/,"""54005ab0-0000-0200-0000-622fb5730000""",attachments/,1647293811
71,20.9,330,2175,Fried Fish (2) w. Pork Fried Rice,LFZbAInsZRRIAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRIAAAAAAAAAA==/,"""54005bb0-0000-0200-0000-622fb5730000""",attachments/,1647293811
72,32.0,341,2238,Little Neck Clams,LFZbAInsZRRJAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRJAAAAAAAAAA==/,"""54005cb0-0000-0200-0000-622fb5740000""",attachments/,1647293812
73,22.6,94,613,Fried Chicken Wings (4) w. Shrimp Fried Rice,LFZbAInsZRRKAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRKAAAAAAAAAA==/,"""54005db0-0000-0200-0000-622fb5740000""",attachments/,1647293812
74,19.3,419,2752,Handcut French Fries,LFZbAInsZRRLAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRLAAAAAAAAAA==/,"""54005eb0-0000-0200-0000-622fb5740000""",attachments/,1647293812
75,24.8,352,2316,Lobster Steak with Hash-Brown Potatoes: Lemon Brown Butter,LFZbAInsZRRMAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRMAAAAAAAAAA==/,"""54005fb0-0000-0200-0000-622fb5740000""",attachments/,1647293812
76,26.4,12,78,"Insalata Di Spinacci WITH BACON, WALNUTS & MUSHROOMS",LFZbAInsZRRNAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRNAAAAAAAAAA==/,"""540061b0-0000-0200-0000-622fb5740000""",attachments/,1647293812
77,21.4,160,1074,"Chianti Classico, Remole, Frescobaldi",LFZbAInsZRROAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRROAAAAAAAAAA==/,"""540062b0-0000-0200-0000-622fb5740000""",attachments/,1647293812
78,24.7,165,1110,Mahi Mahi,LFZbAInsZRRPAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRPAAAAAAAAAA==/,"""540063b0-0000-0200-0000-622fb5740000""",attachments/,1647293812
79,23.8,238,1570,Char-grilled cold water lobster tail on herb spun angel hair with a srirachi garlic viniagrete.  Thirteen,LFZbAInsZRRQAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRQAAAAAAAAAA==/,"""540064b0-0000-0200-0000-622fb5740000""",attachments/,1647293812
80,20.9,363,2379,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",LFZbAInsZRRRAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRRAAAAAAAAAA==/,"""540065b0-0000-0200-0000-622fb5740000""",attachments/,1647293812
81,28.0,180,1205,Baby Shrimp w. Cashew Nuts,LFZbAInsZRRSAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRSAAAAAAAAAA==/,"""540066b0-0000-0200-0000-622fb5740000""",attachments/,1647293812
82,31.4,220,1441,Carrot Cake Square,LFZbAInsZRRTAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRTAAAAAAAAAA==/,"""540067b0-0000-0200-0000-622fb5750000""",attachments/,1647293813
83,26.6,148,990,"Merlot St. Morillion, 1996, Chile",LFZbAInsZRRUAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRUAAAAAAAAAA==/,"""540068b0-0000-0200-0000-622fb5750000""",attachments/,1647293813
84,29.4,295,1948,Steamers with Drawn Butter,LFZbAInsZRRVAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRVAAAAAAAAAA==/,"""540069b0-0000-0200-0000-622fb5750000""",attachments/,1647293813
85,37.1,399,2616,Pastrami Salmon,LFZbAInsZRRWAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRWAAAAAAAAAA==/,"""54006ab0-0000-0200-0000-622fb5750000""",attachments/,1647293813
86,28.3,263,1734,Glenlivet,LFZbAInsZRRXAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRXAAAAAAAAAA==/,"""54006bb0-0000-0200-0000-622fb5750000""",attachments/,1647293813
87,19.7,107,708,Orange Spice Tea,LFZbAInsZRRYAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRYAAAAAAAAAA==/,"""54006cb0-0000-0200-0000-622fb5750000""",attachments/,1647293813
88,27.9,193,1279,"Maryland Crab Cake. With Apple and Mesclun Salad, Cider-Mustard Vinaigrette",LFZbAInsZRRZAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRZAAAAAAAAAA==/,"""54006db0-0000-0200-0000-622fb5750000""",attachments/,1647293813
89,26.2,258,1698,Smoked Chatham Cod Croquettes - with American paddlefish caviar,LFZbAInsZRRaAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRaAAAAAAAAAA==/,"""54006eb0-0000-0200-0000-622fb5750000""",attachments/,1647293813
90,23.7,424,2785,Cherries,LFZbAInsZRRbAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRbAAAAAAAAAA==/,"""54006fb0-0000-0200-0000-622fb5750000""",attachments/,1647293813
91,33.5,353,2321,"The Joy of Bonaparte with lemon curd, whipped cream and fresh berries",LFZbAInsZRRcAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRcAAAAAAAAAA==/,"""540071b0-0000-0200-0000-622fb5760000""",attachments/,1647293814
92,34.3,223,1463,"Chianti Classico Riserva, Villa Antinori, Tuscany, Italy 1997",LFZbAInsZRRdAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRdAAAAAAAAAA==/,"""540072b0-0000-0200-0000-622fb5760000""",attachments/,1647293814
