restaurant_id,name,creation_date,amount,total,restaurant_id
0,MUSSELS TOSCANE fresh tomatoes,2017-07-31,66,1920.6000000000001,0
0,MUSSELS TOSCANE fresh tomatoes,2017-08-31,36,1047.6000000000001,0
0,MUSSELS TOSCANE fresh tomatoes,2017-09-30,27,785.7,0
0,MUSSELS TOSCANE fresh tomatoes,2017-10-31,53,1542.3000000000002,0
0,MUSSELS TOSCANE fresh tomatoes,2017-11-30,31,902.1000000000001,0
0,MUSSELS TOSCANE fresh tomatoes,2017-12-31,30,873.0,0
0,MUSSELS TOSCANE fresh tomatoes,2018-01-31,49,1425.9,0
0,MUSSELS TOSCANE fresh tomatoes,2018-02-28,42,1222.2,0
0,MUSSELS TOSCANE fresh tomatoes,2018-03-31,46,1338.6000000000001,0
0,MUSSELS TOSCANE fresh tomatoes,2018-04-30,37,1076.7,0
0,MUSSELS TOSCANE fresh tomatoes,2018-05-31,36,1047.6000000000001,0
0,MUSSELS TOSCANE fresh tomatoes,2018-06-30,30,873.0000000000001,0
0,MUSSELS TOSCANE fresh tomatoes,2018-07-31,26,756.6,0
0,MUSSELS TOSCANE fresh tomatoes,2018-08-31,22,640.2,0
0,MUSSELS TOSCANE fresh tomatoes,2018-09-30,47,1367.7000000000003,0
0,MUSSELS TOSCANE fresh tomatoes,2018-10-31,40,1164.0,0
0,MUSSELS TOSCANE fresh tomatoes,2018-11-30,40,1164.0,0
0,MUSSELS TOSCANE fresh tomatoes,2018-12-31,43,1251.3000000000002,0
0,MUSSELS TOSCANE fresh tomatoes,2019-01-31,55,1600.5000000000002,0
0,MUSSELS TOSCANE fresh tomatoes,2019-02-28,24,698.4000000000001,0
0,MUSSELS TOSCANE fresh tomatoes,2019-03-31,37,1076.7,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2017-04-30,100,2250.0,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2017-05-31,32,720.0,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2017-06-30,19,427.5,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2017-07-31,49,1102.5,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2017-08-31,47,1057.5,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2017-09-30,28,630.0,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2017-10-31,51,1147.5,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2017-11-30,35,787.5,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2017-12-31,40,900.0,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2018-01-31,68,1530.0,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2018-02-28,59,1327.5,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2018-03-31,43,967.5,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2018-04-30,29,652.5,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2018-05-31,30,675.0,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2018-06-30,41,922.5,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2018-07-31,35,787.5,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2018-08-31,30,675.0,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2018-09-30,36,810.0,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2018-10-31,37,832.5,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2018-11-30,37,832.5,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2018-12-31,32,720.0,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2019-01-31,52,1170.0,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2019-02-28,34,765.0,0
0,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",2019-03-31,35,787.5,0
0,Roast Pork w. Mushrooms,2017-04-30,120,2280.0,0
0,Roast Pork w. Mushrooms,2017-05-31,42,798.0,0
0,Roast Pork w. Mushrooms,2017-06-30,20,380.0,0
0,Roast Pork w. Mushrooms,2017-07-31,64,1216.0,0
0,Roast Pork w. Mushrooms,2017-08-31,42,798.0,0
0,Roast Pork w. Mushrooms,2017-09-30,18,342.0,0
0,Roast Pork w. Mushrooms,2017-10-31,61,1159.0,0
0,Roast Pork w. Mushrooms,2017-11-30,50,950.0,0
0,Roast Pork w. Mushrooms,2017-12-31,63,1197.0,0
0,Roast Pork w. Mushrooms,2018-01-31,50,950.0,0
0,Roast Pork w. Mushrooms,2018-02-28,39,741.0,0
0,Roast Pork w. Mushrooms,2018-03-31,40,760.0,0
0,Roast Pork w. Mushrooms,2018-04-30,25,475.0,0
0,Roast Pork w. Mushrooms,2018-05-31,30,570.0,0
0,Roast Pork w. Mushrooms,2018-06-30,45,855.0,0
0,Roast Pork w. Mushrooms,2018-07-31,41,779.0,0
0,Roast Pork w. Mushrooms,2018-08-31,32,608.0,0
0,Roast Pork w. Mushrooms,2018-09-30,45,855.0,0
0,Roast Pork w. Mushrooms,2018-10-31,47,893.0,0
0,Roast Pork w. Mushrooms,2018-11-30,40,760.0,0
0,Roast Pork w. Mushrooms,2018-12-31,36,684.0,0
0,Roast Pork w. Mushrooms,2019-01-31,66,1254.0,0
0,Roast Pork w. Mushrooms,2019-02-28,44,836.0,0
0,Roast Pork w. Mushrooms,2019-03-31,41,779.0,0
1,Angel Hair Primavera,2017-04-30,61,1134.6,27
1,Angel Hair Primavera,2017-05-31,37,688.2,16
1,Angel Hair Primavera,2017-06-30,20,372.0,10
1,Angel Hair Primavera,2017-07-31,25,465.0,11
1,Angel Hair Primavera,2017-08-31,30,558.0,12
1,Angel Hair Primavera,2017-09-30,18,334.8,8
1,Angel Hair Primavera,2017-10-31,35,651.0,14
1,Angel Hair Primavera,2017-11-30,26,483.6,11
1,Angel Hair Primavera,2017-12-31,24,446.4,11
1,Angel Hair Primavera,2018-01-31,24,446.4,9
1,Angel Hair Primavera,2018-02-28,23,427.8,10
1,Angel Hair Primavera,2018-03-31,32,595.2,13
1,Angel Hair Primavera,2018-04-30,21,390.6,9
1,Angel Hair Primavera,2018-05-31,11,204.6,5
1,Angel Hair Primavera,2018-06-30,18,334.8,8
1,Angel Hair Primavera,2018-07-31,11,204.60000000000002,6
1,Angel Hair Primavera,2018-08-31,17,316.2,7
1,Angel Hair Primavera,2018-09-30,30,558.0,12
1,Angel Hair Primavera,2018-10-31,28,520.8,11
1,Angel Hair Primavera,2018-11-30,31,576.6,13
1,Angel Hair Primavera,2018-12-31,34,632.4,14
1,Angel Hair Primavera,2019-01-31,24,446.4,9
1,Angel Hair Primavera,2019-02-28,14,260.4,6
1,Angel Hair Primavera,2019-03-31,14,260.40000000000003,8
1,Beef Mai Fun,2017-04-30,70,1750.0,31
1,Beef Mai Fun,2017-05-31,18,450.0,8
1,Beef Mai Fun,2017-06-30,23,575.0,11
1,Beef Mai Fun,2017-07-31,23,575.0,9
1,Beef Mai Fun,2017-08-31,15,375.0,8
1,Beef Mai Fun,2017-09-30,20,500.0,9
1,Beef Mai Fun,2017-10-31,22,550.0,11
1,Beef Mai Fun,2017-11-30,29,725.0,12
1,Beef Mai Fun,2017-12-31,33,825.0,14
1,Beef Mai Fun,2018-01-31,20,500.0,9
1,Beef Mai Fun,2018-02-28,9,225.0,5
1,Beef Mai Fun,2018-03-31,23,575.0,10
1,Beef Mai Fun,2018-04-30,14,350.0,6
1,Beef Mai Fun,2018-05-31,14,350.0,5
1,Beef Mai Fun,2018-06-30,18,450.0,9
1,Beef Mai Fun,2018-07-31,13,325.0,7
1,Beef Mai Fun,2018-08-31,5,125.0,2
1,Beef Mai Fun,2018-09-30,19,475.0,8
1,Beef Mai Fun,2018-10-31,16,400.0,7
1,Beef Mai Fun,2018-11-30,28,700.0,11
1,Beef Mai Fun,2018-12-31,8,200.0,4
1,Beef Mai Fun,2019-01-31,20,500.0,9
1,Beef Mai Fun,2019-02-28,11,275.0,5
1,Beef Mai Fun,2019-03-31,13,325.0,6
1,Hot Chocolate with whipped cream,2017-04-30,68,1373.6,38
1,Hot Chocolate with whipped cream,2017-05-31,27,545.4,13
1,Hot Chocolate with whipped cream,2017-06-30,28,565.6,14
1,Hot Chocolate with whipped cream,2017-07-31,17,343.4,9
1,Hot Chocolate with whipped cream,2017-08-31,30,606.0,15
1,Hot Chocolate with whipped cream,2017-09-30,33,666.6,13
1,Hot Chocolate with whipped cream,2017-10-31,43,868.6,21
1,Hot Chocolate with whipped cream,2017-11-30,28,565.6,14
1,Hot Chocolate with whipped cream,2017-12-31,41,828.2,21
1,Hot Chocolate with whipped cream,2018-01-31,23,464.6,10
1,Hot Chocolate with whipped cream,2018-02-28,22,444.4,11
1,Hot Chocolate with whipped cream,2018-03-31,17,343.4,9
1,Hot Chocolate with whipped cream,2018-04-30,23,464.6,14
1,Hot Chocolate with whipped cream,2018-05-31,15,303.0,10
1,Hot Chocolate with whipped cream,2018-06-30,23,464.6,13
1,Hot Chocolate with whipped cream,2018-07-31,17,343.4,8
1,Hot Chocolate with whipped cream,2018-08-31,23,464.6,11
1,Hot Chocolate with whipped cream,2018-09-30,20,404.0,12
1,Hot Chocolate with whipped cream,2018-10-31,25,505.0,15
1,Hot Chocolate with whipped cream,2018-11-30,33,666.6,16
1,Hot Chocolate with whipped cream,2018-12-31,27,545.4,12
1,Hot Chocolate with whipped cream,2019-01-31,26,525.2,14
1,Hot Chocolate with whipped cream,2019-02-28,18,363.6,11
1,Hot Chocolate with whipped cream,2019-03-31,31,626.2,15
1,Kaffee Hag,2017-04-30,50,905.0,22
1,Kaffee Hag,2017-05-31,30,543.0,12
1,Kaffee Hag,2017-06-30,22,398.20000000000005,12
1,Kaffee Hag,2017-07-31,26,470.6,13
1,Kaffee Hag,2017-08-31,27,488.7,11
1,Kaffee Hag,2017-09-30,13,235.3,6
1,Kaffee Hag,2017-10-31,30,543.0,13
1,Kaffee Hag,2017-11-30,29,524.9,12
1,Kaffee Hag,2017-12-31,18,325.8,9
1,Kaffee Hag,2018-01-31,20,362.0,8
1,Kaffee Hag,2018-02-28,20,362.0,8
1,Kaffee Hag,2018-03-31,19,343.9,9
1,Kaffee Hag,2018-04-30,25,452.5,11
1,Kaffee Hag,2018-05-31,23,416.3,9
1,Kaffee Hag,2018-06-30,21,380.1,9
1,Kaffee Hag,2018-07-31,21,380.1,9
1,Kaffee Hag,2018-08-31,12,217.20000000000002,6
1,Kaffee Hag,2018-09-30,25,452.5,11
1,Kaffee Hag,2018-10-31,28,506.79999999999995,10
1,Kaffee Hag,2018-11-30,31,561.1,15
1,Kaffee Hag,2018-12-31,16,289.6,7
1,Kaffee Hag,2019-01-31,20,362.0,11
1,Kaffee Hag,2019-02-28,11,199.1,5
1,Kaffee Hag,2019-03-31,21,380.09999999999997,8
1,Martini,2017-04-30,63,1707.3000000000002,28
1,Martini,2017-05-31,32,867.2,15
1,Martini,2017-06-30,25,677.5000000000001,10
1,Martini,2017-07-31,32,867.2,13
1,Martini,2017-08-31,36,975.6000000000001,14
1,Martini,2017-09-30,14,379.40000000000003,7
1,Martini,2017-10-31,23,623.3000000000001,10
1,Martini,2017-11-30,20,542.0,9
1,Martini,2017-12-31,24,650.4000000000001,11
1,Martini,2018-01-31,8,216.8,4
1,Martini,2018-02-28,22,596.2,8
1,Martini,2018-03-31,11,298.1,4
1,Martini,2018-04-30,19,514.9000000000001,7
1,Martini,2018-05-31,22,596.2,10
1,Martini,2018-06-30,17,460.70000000000005,7
1,Martini,2018-07-31,13,352.3,6
1,Martini,2018-08-31,32,867.2,15
1,Martini,2018-09-30,36,975.6000000000001,16
1,Martini,2018-10-31,28,758.8000000000001,12
1,Martini,2018-11-30,32,867.2,15
1,Martini,2018-12-31,20,542.0,9
1,Martini,2019-01-31,15,406.50000000000006,7
1,Martini,2019-02-28,14,379.40000000000003,7
1,Martini,2019-03-31,20,542.0,10
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2017-04-30,71,1278.0,33
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2017-05-31,32,576.0,18
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2017-06-30,19,342.0,11
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2017-07-31,27,486.0,13
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2017-08-31,41,738.0,20
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2017-09-30,15,270.0,8
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2017-10-31,28,504.0,13
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2017-11-30,21,378.0,13
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2017-12-31,31,558.0,14
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2018-01-31,22,396.0,13
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2018-02-28,30,540.0,16
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2018-03-31,24,432.0,12
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2018-04-30,14,252.0,7
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2018-05-31,19,342.0,10
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2018-06-30,14,252.0,8
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2018-07-31,13,234.0,7
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2018-08-31,9,162.0,6
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2018-09-30,39,702.0,18
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2018-10-31,20,360.0,11
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2018-11-30,24,432.0,12
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2018-12-31,25,450.0,13
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2019-01-31,14,252.0,7
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2019-02-28,16,288.0,8
1,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",2019-03-31,19,342.0,11
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2017-04-30,57,1122.9,48
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2017-05-31,29,571.3,26
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2017-06-30,8,157.6,6
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2017-07-31,15,295.5,12
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2017-08-31,14,275.8,12
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2017-09-30,6,118.2,6
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2017-10-31,2,39.4,2
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2017-11-30,10,197.0,8
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2017-12-31,5,98.5,4
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2018-01-31,14,275.8,10
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2018-02-28,5,98.5,4
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2018-03-31,22,433.4,18
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2018-04-30,15,295.5,12
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2018-05-31,7,137.9,6
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2018-06-30,18,354.6,14
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2018-07-31,7,137.9,6
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2018-08-31,3,59.099999999999994,4
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2018-09-30,8,157.6,6
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2018-10-31,10,197.0,8
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2018-11-30,4,78.8,4
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2018-12-31,9,177.3,8
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2019-01-31,10,197.0,8
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2019-02-28,8,157.6,6
2,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,2019-03-31,16,315.2,14
2,Broccoli w. Mushrooms,2017-04-30,30,582.0,30
2,Broccoli w. Mushrooms,2017-05-31,21,407.4,18
2,Broccoli w. Mushrooms,2017-06-30,12,232.8,10
2,Broccoli w. Mushrooms,2017-07-31,13,252.2,10
2,Broccoli w. Mushrooms,2017-08-31,15,291.0,14
2,Broccoli w. Mushrooms,2017-09-30,14,271.6,14
2,Broccoli w. Mushrooms,2017-10-31,12,232.79999999999998,12
2,Broccoli w. Mushrooms,2017-11-30,6,116.4,4
2,Broccoli w. Mushrooms,2017-12-31,5,97.0,4
2,Broccoli w. Mushrooms,2018-01-31,5,97.0,4
2,Broccoli w. Mushrooms,2018-02-28,2,38.8,2
2,Broccoli w. Mushrooms,2018-03-31,4,77.6,4
2,Broccoli w. Mushrooms,2018-04-30,12,232.79999999999998,12
2,Broccoli w. Mushrooms,2018-05-31,11,213.4,8
2,Broccoli w. Mushrooms,2018-06-30,3,58.2,2
2,Broccoli w. Mushrooms,2018-07-31,10,194.0,8
2,Broccoli w. Mushrooms,2018-08-31,12,232.8,12
2,Broccoli w. Mushrooms,2018-09-30,9,174.6,8
2,Broccoli w. Mushrooms,2018-10-31,19,368.6,16
2,Broccoli w. Mushrooms,2018-11-30,9,174.6,8
2,Broccoli w. Mushrooms,2018-12-31,6,116.4,4
2,Broccoli w. Mushrooms,2019-01-31,13,252.2,10
