,price,restaurant_id,data_id,name,cost,profit
28,24.3,234,1542,Steamed Broccoli w. String Bean,23.02796145805018,1.2720385419498221
29,35.8,328,2165,"Trout Provencal. Sauteed with diced Tomatoes, Mushrooms and Garlic...with Rice",23.02796145805018,12.772038541949819
30,13.8,32,203,CÃƒÂ´te de bÃ…Â“uf with haricot verts and Balthazar onion rings - for two,23.02796145805018,-9.227961458050178
31,34.1,53,337,"GRILLED AHI TUNA ON BRAISED SHIITAKES WITH WILTED FRISEE AND A CRACKED MUSTARD INFUSION SAUCE, BASIL AIOLI",23.02796145805018,11.072038541949823
32,25.3,191,1265,LONG-STEM DRISCOLL STRAWBERRIES DIPPED IN CHOCOLATE,23.02796145805018,2.272038541949822
33,32.5,36,234,"Duckhorn 1995, Napa",23.02796145805018,9.472038541949821
34,25.1,275,1809,"Pinot Noir, Lot # 1 1, Ramsay, 1998.  (California)",23.02796145805018,2.072038541949823
35,28.0,265,1744,FREE RANGE YOUNG CHICKEN WITH ROASTED POTATOES ROSEMARY AND OLIVES,23.02796145805018,4.972038541949821
36,18.3,73,469,"Insalata Tre colori ENDIVE, ARUGOLA & RADICCHIO",23.02796145805018,-4.727961458050178
37,11.6,310,2041,"LHereu: Cava, Macabeo, Xarel-Lo",23.02796145805018,-11.427961458050179
38,29.6,393,2578,"Pouilly-Fume, Vieilles Vignes, Regis Minet, 1999 (Loire Valley)",23.02796145805018,6.572038541949823
39,30.0,181,1211,Unfiltered Apple Juice,23.02796145805018,6.972038541949821
40,21.9,124,837,Oranges,23.02796145805018,-1.12796145805018
41,24.0,64,411,"SAUTEED ARTICHOKE WITH BASIL Artichoke, Tomato and Soy Protein in a Black Bean Sauce Seasoned with Basil (Taro Spring Roll, Brown Rice)",23.02796145805018,0.9720385419498214
42,24.9,179,1196,Fresh Shrimp Chop Suey,23.02796145805018,1.87203854194982
43,17.5,368,2412,Baked Stuffed Lobster with buttery Crabmeat Stuffing,23.02796145805018,-5.527961458050179
44,24.0,309,2037,Duchess potatoes,23.02796145805018,0.9720385419498214
45,28.0,260,1712,"Chardonnay, Lindemans Bin 65",23.02796145805018,4.972038541949821
46,17.0,9,64,Topi-Maki and Mixed Salad,23.02796145805018,-6.027961458050179
47,22.9,5,32,Gnocchi Bolognese HOMEMADE DUMPLINGS PASTA WITH MEAT SAUCE,23.02796145805018,-0.12796145805018
48,26.0,308,2027,Shrimp w. Eggplant,23.02796145805018,2.9720385419498214
49,17.4,347,2289,Fried Crabmeat Stick,23.02796145805018,-5.62796145805018
50,29.0,371,2438,Mozzarella with Roasted Red Pepper Bruschetta,23.02796145805018,5.972038541949821
51,28.6,91,590,Fish & Chips. Regular or Spicy,23.02796145805018,5.572038541949823
52,25.1,234,1536,Half-Pound Hamburger Served on a Roll with French Fries or Salad,23.02796145805018,2.072038541949823
53,25.5,301,1985,"Cobb Salad: Diced Avocado, Bacon, Turkey, Ham, Tomato, Swiss and Cheddar Cheeses, Choice of Dressing",23.02796145805018,2.4720385419498214
54,13.5,215,1411,"STEAK TARTARE, THE CONVENTIONAL WAY OR LIGHTLY SEARED",23.02796145805018,-9.527961458050179
55,33.2,45,285,Beef w. Eggplant,23.02796145805018,10.172038541949824
56,11.0,68,437,"Gewurztraminer, Cote de Rouffach, Mure, 1998 (Alsace)",23.02796145805018,-12.027961458050179
57,23.4,216,1421,1/4 lb. Colossal Crab Meat,23.02796145805018,0.37203854194982
58,29.5,288,1902,"Crispy Chicken Wings w. Garlic Sauce, w. Beef Fried Rice",23.02796145805018,6.472038541949821
59,34.5,218,1429,Burger,23.02796145805018,11.472038541949821
60,15.6,131,880,Kiwi Mineral Water,23.02796145805018,-7.427961458050179
61,13.9,18,126,2007 ASSYRTIKO Santorini Sigalas,23.02796145805018,-9.127961458050178
62,27.2,58,373,"Valpolicella, Quintarelli 1993",23.02796145805018,4.172038541949821
63,21.8,339,2225,Steamed Broccoli w. Snow Peas & String Beans,23.02796145805018,-1.2279614580501779
64,16.0,419,2749,"Primitivo, A. Mano",23.02796145805018,-7.027961458050179
65,22.5,43,278,"Frogs Leap, 1995, Napa",23.02796145805018,-0.5279614580501786
66,17.7,266,1754,"Muscat, Beaumes de Venise",23.02796145805018,-5.327961458050179
67,26.6,320,2104,CAPESANTE IN CROSTA DI ERBE AROMATICHE,23.02796145805018,3.572038541949823
68,18.2,327,2155,Chicken w. Brococli,23.02796145805018,-4.827961458050179
69,22.9,157,1055,Kung Po Baby Shrimp,23.02796145805018,-0.12796145805018
70,29.2,287,1897,"Chateau Olivier, Grand Cru Classe De Graves 1995 (Bordeaux)",23.02796145805018,6.172038541949821
71,20.9,330,2175,Fried Fish (2) w. Pork Fried Rice,23.02796145805018,-2.12796145805018
72,32.0,341,2238,Little Neck Clams,23.02796145805018,8.972038541949821
73,22.6,94,613,Fried Chicken Wings (4) w. Shrimp Fried Rice,23.02796145805018,-0.42796145805017716
74,19.3,419,2752,Handcut French Fries,23.02796145805018,-3.727961458050178
75,24.8,352,2316,Lobster Steak with Hash-Brown Potatoes: Lemon Brown Butter,23.02796145805018,1.7720385419498221
76,26.4,12,78,"Insalata Di Spinacci WITH BACON, WALNUTS & MUSHROOMS",23.02796145805018,3.37203854194982
77,21.4,160,1074,"Chianti Classico, Remole, Frescobaldi",23.02796145805018,-1.62796145805018
78,24.7,165,1110,Mahi Mahi,23.02796145805018,1.6720385419498207
79,23.8,238,1570,Char-grilled cold water lobster tail on herb spun angel hair with a srirachi garlic viniagrete.  Thirteen,23.02796145805018,0.7720385419498221
80,20.9,363,2379,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75",23.02796145805018,-2.12796145805018
81,28.0,180,1205,Baby Shrimp w. Cashew Nuts,23.02796145805018,4.972038541949821
82,31.4,220,1441,Carrot Cake Square,23.02796145805018,8.37203854194982
83,26.6,148,990,"Merlot St. Morillion, 1996, Chile",23.02796145805018,3.572038541949823
84,29.4,295,1948,Steamers with Drawn Butter,23.02796145805018,6.37203854194982
85,37.1,399,2616,Pastrami Salmon,23.02796145805018,14.072038541949823
86,28.3,263,1734,Glenlivet,23.02796145805018,5.272038541949822
87,19.7,107,708,Orange Spice Tea,23.02796145805018,-3.3279614580501793
88,27.9,193,1279,"Maryland Crab Cake. With Apple and Mesclun Salad, Cider-Mustard Vinaigrette",23.02796145805018,4.87203854194982
89,26.2,258,1698,Smoked Chatham Cod Croquettes - with American paddlefish caviar,23.02796145805018,3.1720385419498207
90,23.7,424,2785,Cherries,23.02796145805018,0.6720385419498207
91,33.5,353,2321,"The Joy of Bonaparte with lemon curd, whipped cream and fresh berries",23.02796145805018,10.472038541949821
92,34.3,223,1463,"Chianti Classico Riserva, Villa Antinori, Tuscany, Italy 1997",23.02796145805018,11.272038541949819
93,18.8,395,2587,Home Style Bean Curd,23.02796145805018,-4.227961458050178
94,31.8,145,964,Chocolate Mousse,23.02796145805018,8.772038541949822
95,17.0,243,1602,Chicken w. String Bean,23.02796145805018,-6.027961458050179
96,33.6,132,890,"Geyser Peak 1996, Sonoma",23.02796145805018,10.572038541949823
97,20.2,79,512,Chicken Finger,23.02796145805018,-2.8279614580501793
98,10.4,126,848,"Beaujolais Brouilly, Chateau de la Chaize 1996 (Burgundy)",23.02796145805018,-12.627961458050178
99,17.8,44,279,Asparagus salad with aromatic herbs and egg dressing,23.02796145805018,-5.227961458050178
100,13.4,63,405,Bisque de Homard,23.02796145805018,-9.627961458050178
101,19.7,146,975,Modern Liverwurst - with four pickled vegetables,23.02796145805018,-3.3279614580501793
102,16.6,14,92,Chicken Finger,23.02796145805018,-6.427961458050177
103,17.4,376,2468,"Wolf Blass 1996, Australia",23.02796145805018,-5.62796145805018
104,14.0,3,23,OYSTERS:  Malpeque,23.02796145805018,-9.027961458050179
105,30.7,15,105,Seared Sushi Steak Rolls hoisin sauce,23.02796145805018,7.672038541949821
106,17.9,121,819,"Duck Confit with crispy potatoes, wild  mushrooms and frisÃƒÂ©e salad",23.02796145805018,-5.12796145805018
107,17.2,42,267,654 Kracher #1 Beerenauslese Cuvee 2002,23.02796145805018,-5.827961458050179
108,20.9,300,1980,"House Spicy Maki Rolls - jalapeno smoked salmon, yellowfin tuna, cucumber, scallion, flying fish roe",23.02796145805018,-2.12796145805018
109,23.9,251,1654,"Specialty Sandwiches: #16  Roast Beef: Vermont Cheddar, Leaf Lettuce, Plum Tomato, No Fat Russian Dressing on French Baguette ... 6.25",23.02796145805018,0.87203854194982
110,26.3,379,2487,Assorted Teas*,23.02796145805018,3.272038541949822
111,21.3,227,1494,GNOCCHI CON FEGATINI DI POLLO chicken livers,23.02796145805018,-1.7279614580501779
112,12.5,10,69,Thai Red Curry with sauteed Shrimp,23.02796145805018,-10.527961458050179
113,11.4,59,376,Gulf Red Snapper,23.02796145805018,-11.627961458050178
114,19.1,164,1099,Fried Fresh Artichokes Alla Giudea (seasonal),23.02796145805018,-3.927961458050177
115,33.5,326,2145,"FRESH RAINBOW TROUT an 8 oz. boneless rainbow trout grilled and topped with a lemon, herb butter served with steamed Basmati rice and fresh vegetables",23.02796145805018,10.472038541949821
116,28.4,288,1909,Vanilla Italian Soda,23.02796145805018,5.37203854194982
117,29.6,58,369,Chicken w. Bean Curd,23.02796145805018,6.572038541949823
118,34.0,233,1534,"Sancerre, Bernard Clement 1996, Loire",23.02796145805018,10.972038541949821
119,12.7,390,2555,"Merlot, Poppy Hill, 1997.  (Napa Valley)",23.02796145805018,-10.32796145805018
120,19.4,52,335,Bamboo Steamed Vegetables,23.02796145805018,-3.62796145805018
121,28.9,294,1945,"Pinot Noir, Pedroncelli",23.02796145805018,5.87203854194982
122,16.5,318,2091,Duck Shepherds Pie,23.02796145805018,-6.527961458050179
123,24.7,128,858,"Pan Fried Scallops with Anchovy, Capers & Lemon",23.02796145805018,1.6720385419498207
124,8.2,67,426,"Main Courses with House Salad (balsamic vinaigrette, sesame tamari, honey bleu cheese or ranch dressing) add $1.00",23.02796145805018,-14.82796145805018
125,14.9,358,2355,Lemon Bar,23.02796145805018,-8.127961458050178
126,22.4,368,2411,"Apple Fruit Spritzer - Apple juice, club soda & a twist of lime",23.02796145805018,-0.62796145805018
127,35.9,370,2430,Fresh Shrimp Chop Suey,23.02796145805018,12.87203854194982
128,27.9,388,2539,Root Beer ... 1.75,23.02796145805018,4.87203854194982
129,15.9,199,1321,Onion Soup GratinÃƒÂ©e,23.02796145805018,-7.127961458050178
130,31.8,183,1225,"Kendall Jackson Vint. Reserve 1996, Calif.",23.02796145805018,8.772038541949822
131,30.5,165,1109,Roast Pork w. Mixed Veg,23.02796145805018,7.472038541949821
132,26.5,297,1958,Franciscan Oakville Estates 95 Napa,23.02796145805018,3.4720385419498214
133,8.9,10,70,Tuna. Prepared Medium Rare,23.02796145805018,-14.127961458050178
134,22.8,236,1554,Baby Shrimp w. Bean Sprouts,23.02796145805018,-0.22796145805017787
135,36.5,365,2395,Roast Pork w. Broccoli in Garlic Sauce,23.02796145805018,13.472038541949821
136,23.6,219,1438,Moet & Chandon Brut Imperial N/V,23.02796145805018,0.5720385419498228
137,14.4,160,1072,Mango Sorbet,23.02796145805018,-8.627961458050178
138,22.6,133,893,Sanka,23.02796145805018,-0.42796145805017716
139,13.1,51,326,"Chardonnay 1999, Sonoma Cutrer (Russian River)",23.02796145805018,-9.927961458050179
140,20.5,231,1519,"Chardonnay, Glass Mountain",23.02796145805018,-2.5279614580501786
141,26.7,211,1386,Way 2Cool Ginger Ale (Taos Brewing Co.)  full bodied drinks,23.02796145805018,3.6720385419498207
142,18.0,112,751,"Grilled Lamb Chops - mashed potato, haricot vert, and a garlic wine sauce",23.02796145805018,-5.027961458050179
143,36.6,348,2294,"Chalk Hill Chardonnay, 1995, Chalk Hill",23.02796145805018,13.572038541949823
144,22.3,172,1150,Fricassee of Asparagus and Morels with a sweet garlic flan,23.02796145805018,-0.7279614580501779
145,22.2,353,2323,Mesclun Salad*,23.02796145805018,-0.8279614580501793
146,32.7,34,223,"Brundlmayer: Austria, Pinot Noir, Pinot Blanc",23.02796145805018,9.672038541949824
147,25.5,149,995,"Wraps: W1  Asian Chicken Bok Choy Cabbage, Bean Sprouts, Mandarin Orange mixed with a Low Sodium Ginger Sesame Dressing ... 6.25",23.02796145805018,2.4720385419498214
148,26.5,6,43,"CAPPELLACCI DI FORMAGGIO large cheese ravioli, prosciutto & sage",23.02796145805018,3.4720385419498214
149,19.8,372,2447,"Gewurztraminer Fieldstone 1996, Sonoma",23.02796145805018,-3.227961458050178
150,29.7,107,710,"Consomme, Cold",23.02796145805018,6.672038541949821
151,28.8,86,559,"Chalk Hill Chardonnay, 1995, Chalk Hill",23.02796145805018,5.772038541949822
152,21.8,416,2727,Poached Red Snapper in a Saffron Broth served with Baby Vegetables,23.02796145805018,-1.2279614580501779
153,20.8,124,836,"Specialty Sandwiches: #16  Roast Beef: Vermont Cheddar, Leaf Lettuce, Plum Tomato, No Fat Russian Dressing on French Baguette ... 6.25",23.02796145805018,-2.227961458050178
154,21.3,394,2584,"Merlot St. Morillion, 1996, Chile",23.02796145805018,-1.7279614580501779
155,21.1,263,1726,"GRILLED TUNA BURGER,  Asian Style",23.02796145805018,-1.9279614580501772
156,18.1,154,1031,Chocolate Milk ... 1.50,23.02796145805018,-4.927961458050177
157,16.1,119,806,"First Class Platter -  half a 1 1/2 lb. lobster, shrimp, assorted smoked salmons, sturgeon with truffle oil and two salads",23.02796145805018,-6.927961458050177
158,29.3,76,487,Strawberry Italian Soda,23.02796145805018,6.272038541949822
159,18.3,407,2669,"Wraps: W1  Asian Chicken Bok Choy Cabbage, Bean Sprouts, Mandarin Orange mixed with a Low Sodium Ginger Sesame Dressing ... 6.25",23.02796145805018,-4.727961458050178
160,34.2,300,1978,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,23.02796145805018,11.172038541949824
161,9.4,257,1695,New York Style Cheesecake With strawberry sauce,23.02796145805018,-13.627961458050178
162,35.8,389,2547,"Diver Sea Scallops, sauteed vegetables & lentil salad",23.02796145805018,12.772038541949819
163,32.7,33,218,Beefeater Gin,23.02796145805018,9.672038541949824
164,16.8,404,2648,Kung Pao Chicken Wings. Spicy...served with Blue cheese,23.02796145805018,-6.227961458050178
165,8.5,125,847,"GRAVLAX SALMON, DILL-MARINATED",23.02796145805018,-14.527961458050179
166,28.1,183,1227,"Merlot, Rombauer Vineyards, 1997. (Napa Valley)",23.02796145805018,5.072038541949823
167,29.2,412,2702,"Lamb Chops, Colorado lamb loin chops crusted with toasted cumin, coriander and cracked peppercorns grilled and accompanied by a roasted garlic and sage aioli served with rosemary roasted new potatoes and fresh vegetables",23.02796145805018,6.172038541949821
168,13.8,110,732,Cheeseburger,23.02796145805018,-9.227961458050178
169,21.0,305,2009,St. Jacques PolÃƒÂ©es,23.02796145805018,-2.0279614580501786
170,37.6,369,2423,"Breganze de Breganze, Maculan",23.02796145805018,14.572038541949823
171,21.9,164,1101,Espresso*,23.02796145805018,-1.12796145805018
172,10.2,173,1153,"Cotes de Gascogne, Domaine Duffour, 1999 (Gascogne)",23.02796145805018,-12.82796145805018
173,20.1,92,599,"SHEPHERDS PIE CROQUETTES Minced Vegetables Surrounded by Mashed Potatoes in a croquette (Basil Moo Shu Roll, Pickled Cabbage)",23.02796145805018,-2.927961458050177
174,18.2,67,425,ORANGE BEEF,23.02796145805018,-4.827961458050179
175,28.8,232,1521,"Chardonnay, Iron Horse 95",23.02796145805018,5.772038541949822
176,14.1,327,2150,Shrimp Cocktail,23.02796145805018,-8.927961458050179
177,13.2,14,98,Boneless Bar-B-Q Spare Ribs,23.02796145805018,-9.82796145805018
178,24.2,169,1134,Grilled Chicken Salad,23.02796145805018,1.1720385419498207
179,22.1,351,2308,CALABRIA PEPPERONI mozzarella & tomatoes,23.02796145805018,-0.9279614580501772
180,18.8,346,2276,"Specialty Sandwiches: #1  Cajun Chicken: Low Fat Alpine Lace Cheese, Radicchio with a Yogurt Dill Dressing on Country Italian Bread ... 6.25",23.02796145805018,-4.227961458050178
181,29.2,396,2595,"Cabernet Sauvignon, Domaine St. George",23.02796145805018,6.172038541949821
182,21.8,317,2085,Fraise,23.02796145805018,-1.2279614580501779
183,27.5,102,675,"Slow Poached Farm Egg In a Jar- with Maine lobster, crosnes and sea urchin froth",23.02796145805018,4.472038541949821
184,25.0,176,1174,Flavored Coffee of the day ... ..96 ... 1.18 ... 1.44,23.02796145805018,1.9720385419498214
185,24.1,11,75,"ChÃƒÂ¢teau de PocÃƒÂ©, Touraine, 1999, Sauvignon",23.02796145805018,1.0720385419498228
186,30.8,308,2029,"Cobb Salad:  Poached Chicken Breast, Sliced Avacado, Sprouts, Mushrooms over our Crisp Garden Salad ... 5.95",23.02796145805018,7.772038541949822
187,18.3,124,840,Chargrilled Burger with Roquefort Cheese & Shoestrings,23.02796145805018,-4.727961458050178
188,24.0,209,1373,Fried 1/2 Chicken w. Chicken Fried Rice,23.02796145805018,0.9720385419498214
189,27.9,407,2668,"Pan Fried Scallops with Anchovy, Capers & Lemon",23.02796145805018,4.87203854194982
190,8.7,95,625,"Great Western, Extra Dry",23.02796145805018,-14.32796145805018
191,29.7,252,1660,Any Side Vegetable Salad,23.02796145805018,6.672038541949821
192,28.6,117,792,Chocolate Mousse,23.02796145805018,5.572038541949823
193,20.1,398,2605,"Bonny Doon Riesling Pacific Rim 1995, Calif.",23.02796145805018,-2.927961458050177
194,34.3,325,2136,"Specialty Sandwiches: #3  Smoked Breast of Turkey: Brie Cheese, Leaf Lettuce, Plum Tomato & Honey Mustard on a French Baguette ... 6.25",23.02796145805018,11.272038541949819
195,28.6,86,560,Assorted Smoked Salmon & Shrimp,23.02796145805018,5.572038541949823
196,23.8,395,2593,"Merlot, Domaine de Moulines, 1999, (Vin de Pays Du gard)",23.02796145805018,0.7720385419498221
197,31.0,38,244,"Albarino, Morgadio, 1999. (Spain)",23.02796145805018,7.972038541949821
198,34.6,325,2140,Margherita Pizza,23.02796145805018,11.572038541949823
199,20.2,131,876,Creamed Spinach,23.02796145805018,-2.8279614580501793
200,13.4,222,1456,Linie Aquavit,23.02796145805018,-9.627961458050178
201,29.6,356,2338,Chicken Chop Suey,23.02796145805018,6.572038541949823
202,23.0,286,1888,"Gruet Brut, NV, New Mexico",23.02796145805018,-0.027961458050178578
203,9.9,142,951,Twelve Dancing Shrimp,23.02796145805018,-13.127961458050178
204,26.2,332,2191,Roasted Baby Lamb Chops: full rack of herb crusted baby chops & three vegetable antipasti,23.02796145805018,3.1720385419498207
205,24.7,237,1564,"KRUG, GRANDE CUVEE, BRUT CHAMPAGNE NV",23.02796145805018,1.6720385419498207
206,20.1,312,2054,Chicken Quesadilla  8.50,23.02796145805018,-2.927961458050177
207,18.9,361,2367,Hot & Spicy Shredded Pork,23.02796145805018,-4.12796145805018
208,27.5,184,1233,"Calvados Cocktail: Calvados, OJ, Triple Sec, Orange Bitters",23.02796145805018,4.472038541949821
209,28.9,388,2542,1 lb Chilled Lobster,23.02796145805018,5.87203854194982
210,9.2,247,1626,"Chianti Classico Fonterutoli, 1995",23.02796145805018,-13.82796145805018
211,21.8,73,467,Calvados Busnel Hors dAge,23.02796145805018,-1.2279614580501779
212,21.2,411,2689,Pot Roast Rabbit with Fennel & Olives,23.02796145805018,-1.8279614580501793
213,24.5,25,165,Pineapple Duck,23.02796145805018,1.4720385419498214
214,23.7,36,237,"Portuguese Fishermans Stew. Cod, Mussels, Clams and Chorizo in a Saffron Tomato Broth...Garlick Toasts",23.02796145805018,0.6720385419498207
215,27.9,138,922,Fried Wonton (12),23.02796145805018,4.87203854194982
216,27.8,27,176,Cinnamon Sticky Buns ...2.25,23.02796145805018,4.772038541949822
217,27.2,285,1878,Petite Fours,23.02796145805018,4.172038541949821
218,21.3,258,1705,"Pinot Noir, Indigo Hills",23.02796145805018,-1.7279614580501779
219,21.8,312,2058,1/2 Lobster,23.02796145805018,-1.2279614580501779
220,27.6,281,1856,COKE,23.02796145805018,4.572038541949823
221,19.0,385,2524,Fried 1/2 Chicken w. French Fries,23.02796145805018,-4.027961458050179
222,25.8,243,1603,Chicken w. Brococli,23.02796145805018,2.772038541949822
223,9.7,66,424,"GRILLED AHI TUNA ON BRAISED SHIITAKES WITH WILTED FRISEE AND A CRACKED MUSTARD INFUSION SAUCE, BASIL AIOLI",23.02796145805018,-13.32796145805018
224,17.3,350,2305,Half a 1 1/2 lb. Lobster Cocktail,23.02796145805018,-5.727961458050178
225,12.8,346,2279,Joes Sizzling Chicken Fajitas,23.02796145805018,-10.227961458050178
226,32.4,306,2016,"VINE-RIPE TOMATOES WITH SNOW WHITE ANCHOVIES, BASIL AND ONIONS",23.02796145805018,9.37203854194982
227,22.7,256,1688,"Groth 1994, Napa",23.02796145805018,-0.3279614580501793
228,19.8,69,442,"Crispy red corn relleno filled with Isacs roasted duck and black bean mole, jalapeno - mango salsa and crÃƒÂ¨me fraiche.  Eight Fifty",23.02796145805018,-3.227961458050178
229,14.7,156,1046,"White Meritage, Conundrum, Caymus Vinyards, 1999 (Napa Valley)",23.02796145805018,-8.32796145805018
230,24.3,114,773,"Sangiovese 1997, Showket (Napa)",23.02796145805018,1.2720385419498221
231,33.1,144,960,GENERAL TSOS CHICKEN Chunks chicken lightly fried w. hot bean sauce. This plate was devised by a private chef of General Tsos who was a famous general in Szechuan army.,23.02796145805018,10.072038541949823
232,11.0,327,2154,"Zinfandel, Clos Du Bois",23.02796145805018,-12.027961458050179
233,15.8,122,822,HOT FUDGE NAPOLEON,23.02796145805018,-7.227961458050178
234,32.4,157,1054,"Byron, Pinot Noir, Santa Maria Valley, USA 1997",23.02796145805018,9.37203854194982
235,24.7,249,1644,"Scallop & Beef  Sliced prime filet of beet & round scallops sauteed w. snow pea pods, baby corn, straw mushroom in brown sauce. A real treat!",23.02796145805018,1.6720385419498207
236,24.2,335,2206,"Meursault Perrieres, Latour Giraud 1995",23.02796145805018,1.1720385419498207
237,11.1,366,2401,A Snifter of Marc with biscotti,23.02796145805018,-11.927961458050179
238,19.2,167,1117,Fried Boneless Chicken,23.02796145805018,-3.8279614580501793
239,33.3,322,2119,"Bandol Blanc, Pibarnon, 1998 (Provence)",23.02796145805018,10.272038541949819
240,24.1,328,2158,"Chateau Olivier, Grand Cru Classe De Graves 1995 (Bordeaux)",23.02796145805018,1.0720385419498228
241,27.4,61,387,"Mayacamas 1991, Napa",23.02796145805018,4.37203854194982
242,28.4,134,898,Raspberry tart,23.02796145805018,5.37203854194982
243,23.8,28,183,Smoked Haddock Chowder with Homemade Crackers,23.02796145805018,0.7720385419498221
244,20.1,382,2505,Onion Soup GratinÃƒÂ©e,23.02796145805018,-2.927961458050177
245,29.6,117,787,"Puligny-Montrachet, Chanson 1995",23.02796145805018,6.572038541949823
246,29.8,334,2201,Christers Champagne Cocktail with Black Currant Sorbet,23.02796145805018,6.772038541949822
247,32.8,401,2626,Sweet & Sour Chicken,23.02796145805018,9.772038541949819
248,8.7,127,855,La Chiripada Vino Sonrojo (NM),23.02796145805018,-14.32796145805018
249,22.0,421,2771,Gordons Gin,23.02796145805018,-1.0279614580501786
250,22.7,112,752,"Caesar Salad with Cajun Shrimp. Fresh Romaine tossed with Ceasar Drissing, Croutons",23.02796145805018,-0.3279614580501793
251,31.3,297,1961,Beef w. Pepper & Tomatoes,23.02796145805018,8.272038541949822
252,17.1,173,1155,Fresh Squeezed OJ or Grapefruit Juice   Small ...1.75  Large ...2.95,23.02796145805018,-5.927961458050177
253,33.4,162,1082,Avocado Stuffed with Crabmeat,23.02796145805018,10.37203854194982
254,16.9,422,2773,"Grilled ahi tuna on braised shitakes with wilted frisee and a cracked mustard infustion sauce, basil aioli.  Twenty Four",23.02796145805018,-6.12796145805018
255,23.0,418,2742,Gratin Dauphinois,23.02796145805018,-0.027961458050178578
256,15.5,106,706,wakame and cucumber salad with ume and shiso,23.02796145805018,-7.527961458050179
257,17.8,80,514,mesclun salad with sesame leaf and watercress,23.02796145805018,-5.227961458050178
258,24.7,4,31,"Chardonnay, Glass Mountain",23.02796145805018,1.6720385419498207
259,19.4,71,455,"Barbera DAsti, Camp Du Rouss, Coppo, 1997. (Piedmont)",23.02796145805018,-3.62796145805018
260,21.3,231,1516,San Pallegrino,23.02796145805018,-1.7279614580501779
261,28.6,288,1904,"Wraps: W3  Thanksgiving Fresh Carved Turkey, No Fat Stuffing with our home-made Cranberry Sauce ... 6.25",23.02796145805018,5.572038541949823
262,23.7,282,1859,"Pinot Noir, Pedroncelli",23.02796145805018,0.6720385419498207
263,24.1,186,1244,Bamboo Steamed Vegetables,23.02796145805018,1.0720385419498228
