,allergy_id,customer_id
467,2,27388
469,2,2566
471,2,23947
472,2,3767
473,2,12024
474,2,21231
475,2,26136
476,2,24445
477,2,17522
478,2,18630
480,2,10217
481,2,23197
482,2,8020
483,2,23468
484,2,14406
485,2,4208
486,2,15081
487,2,28003
488,2,7255
489,2,3327
490,2,4641
491,2,21161
492,2,3337
493,2,6920
494,2,11714
496,2,24842
497,2,14486
498,2,783
500,2,5963
501,2,9456
502,2,22681
504,2,12813
505,2,4122
507,2,10086
508,2,475
509,2,10056
510,2,23897
511,2,2355
512,2,18233
513,2,24491
514,2,5719
515,2,5421
516,2,8552
518,2,17821
519,2,15258
520,2,25887
521,2,1116
522,2,12865
523,2,3116
524,2,12648
525,2,8291
526,2,2245
527,2,12308
528,2,7357
529,2,1509
530,2,5951
531,2,8714
532,2,1295
533,2,24626
534,2,12098
535,2,17742
536,2,19687
537,2,26489
538,2,21735
539,2,7428
540,2,10896
541,2,3038
543,2,21684
544,2,8467
545,2,10160
546,2,5689
549,2,16999
550,2,16305
551,2,5660
552,2,5137
553,2,11047
554,2,11767
555,2,20323
556,2,2556
557,2,3583
559,2,7467
560,2,7663
561,2,28467
562,2,21342
563,2,15630
564,2,2655
565,2,28249
566,2,18060
567,2,9594
568,2,15054
569,2,6642
570,2,22636
571,2,8886
572,2,11826
573,2,10233
574,2,11999
575,2,19961
576,2,28361
577,2,20887
578,2,22205
579,2,9135
581,2,7765
582,2,5364
583,2,4226
584,2,19284
585,2,16578
586,2,9322
587,2,15126
588,2,22
589,2,18579
590,2,24707
591,2,4182
592,2,21810
593,2,18975
594,2,19000
595,2,3402
596,2,17427
597,2,2525
598,2,11736
599,2,16477
600,2,1184
601,2,18158
602,2,28860
604,2,21792
605,2,17607
606,2,10972
607,2,11975
608,2,11933
609,2,4250
610,2,3271
611,2,9601
612,2,14598
613,2,20040
614,2,23861
615,2,18774
616,2,15522
617,2,19345
618,2,20237
619,2,18618
620,2,18472
622,2,13815
623,2,6413
624,2,6283
625,2,4338
626,2,25139
627,2,18153
628,2,24149
629,2,19830
630,2,14502
631,2,23653
632,2,20159
633,2,1957
634,2,18174
635,2,13378
636,2,5558
637,2,26118
638,2,25250
639,2,14681
640,2,12775
641,2,54
642,2,17415
643,2,21122
644,2,1512
645,2,19312
646,2,10050
647,2,1534
648,2,11674
649,2,17308
651,2,9975
652,2,16935
653,2,18093
654,2,24342
655,2,19473
656,2,3500
657,2,9496
658,2,19567
660,2,6255
661,2,22901
662,2,2646
663,2,25814
665,2,1842
666,2,6109
667,2,7460
668,2,19170
670,2,10062
671,2,23753
672,2,8779
673,2,9278
674,2,1463
675,2,11968
677,2,28828
678,2,10759
679,2,9755
680,2,8677
682,2,24535
683,2,26090
684,2,16347
685,2,19758
686,2,12861
687,2,10225
689,2,23301
690,2,18917
692,2,3040
694,2,1584
695,2,12885
696,2,5269
697,2,14583
698,2,28502
699,2,15694
700,2,11570
701,2,21106
702,2,15425
703,2,13100
705,2,17446
706,2,24758
707,2,10360
708,2,2030
709,2,22827
710,2,22513
711,2,16343
712,2,12454
713,2,9367
714,2,21994
716,2,27686
717,2,8112
718,2,1358
719,2,13744
720,2,24788
721,2,22171
722,2,15458
724,2,20853
726,2,2228
727,2,4756
728,2,8863
729,2,4447
730,2,20285
731,2,795
732,2,22950
733,2,4673
734,2,22930
735,2,8376
736,2,9424
737,2,18573
738,2,19196
739,2,26836
740,2,2154
741,2,22862
744,2,25014
745,2,28103
746,2,24051
747,2,10222
748,2,3662
749,2,19355
750,2,4868
752,2,5751
753,2,11290
754,2,15324
755,2,19604
756,2,10541
757,2,10751
758,2,19
759,2,3984
760,2,27786
761,2,3408
762,2,1425
763,2,19825
764,2,17057
766,2,20033
767,2,21420
768,2,13116
771,2,18953
772,2,25574
773,2,3296
774,2,8108
775,2,6169
777,2,7080
778,2,14561
779,2,8271
780,2,7301
781,2,13817
782,2,371
785,2,17698
786,2,9132
787,2,2522
788,2,28018
789,2,1232
790,2,27222
791,2,12991
792,2,3616
793,2,16620
794,2,18533
795,2,11015
796,2,5022
797,2,26752
798,2,2674
799,2,18849
800,2,27549
801,2,7092
802,2,16690
803,2,7698
804,2,19531
805,2,14235
806,2,2666
807,2,5141
808,2,2166
809,2,22157
810,2,1337
811,2,27698
812,2,25450
813,2,15254
814,2,22971
815,2,6526
816,2,2043
817,2,21270
818,2,7250
819,2,15336
820,2,3589
821,2,22001
822,2,24906
823,2,14086
824,2,4911
825,2,26873
826,2,22960
827,2,13776
828,2,1956
830,2,10654
831,2,25480
832,2,8075
833,2,7710
834,2,3643
835,2,14617
837,2,20276
838,2,20703
839,2,9888
840,2,4356
841,2,28890
843,2,22848
844,2,18782
845,2,21704
846,2,5961
847,2,19035
848,2,15832
849,2,16883
850,2,24234
851,2,9504
852,2,23693
853,2,7530
854,2,23149
855,2,2269
856,2,11980
858,2,16580
859,2,5502
861,2,14826
862,2,24562
863,2,13710
864,2,15275
865,2,13388
866,2,299
867,2,26384
868,2,13772
869,2,23836
870,2,3978
871,2,169
872,2,13647
873,2,843
874,2,15542
876,2,14574
877,2,22996
878,2,24317
879,2,17512
880,2,20996
881,2,10577
882,2,2910
883,2,17097
884,2,13884
885,2,20842
886,2,23701
887,2,6959
888,2,1404
889,2,8529
890,2,16230
891,2,3465
892,2,14504
893,2,26068
894,2,5531
895,2,19664
896,2,3755
897,2,20914
898,2,23967
899,2,10119
900,2,24569
901,2,17484
902,2,8478
903,2,593
904,2,21512
905,2,533
907,2,17924
908,2,26863
909,2,9474
910,2,21247
912,2,714
913,2,23559
914,2,19705
915,2,22379
916,2,1661
917,2,1315
918,2,4696
920,2,26505
921,2,22090
922,2,19078
923,2,21062
924,2,10189
925,2,23784
926,2,7681
927,2,14994
928,2,19578
929,2,19492
930,2,14647
931,2,10545
932,2,5182
933,2,22920
934,2,23375
935,2,16418
936,2,7140
937,2,3147
938,2,26252
940,2,16932
941,2,6707
942,2,10466
943,2,23793
944,2,23512
945,2,15840
946,2,6813
947,2,19247
948,2,16266
949,2,22207
950,2,11356
951,2,19735
953,2,16258
954,2,15183
955,2,21166
956,2,17155
957,2,15097
958,2,5577
959,2,1726
960,2,28674
961,2,27479
962,2,9263
965,2,14254
967,2,20852
968,2,20131
970,2,19251
972,2,13636
973,2,10097
974,2,25327
975,2,21730
976,2,15329
977,2,14706
978,2,17012
979,2,26139
980,2,4755
981,2,2162
982,2,12371
983,2,17801
984,2,5905
985,2,16449
986,2,13913
987,2,5640
988,2,21637
989,2,20452
990,2,19425
991,2,23264
992,2,8585
993,2,26021
994,2,16121
995,2,34
996,2,28055
997,2,2136
999,2,132
1000,2,15521
1001,2,22956
1002,2,3381
1003,2,18048
1004,2,17676
1005,2,11640
1007,2,9986
1008,2,2663
1009,2,3857
1010,2,13007
1011,2,19190
1012,2,21415
1013,2,17362
1014,2,7013
1015,2,21087
1016,2,22476
1017,2,17723
1018,2,304
1019,2,16317
1020,2,26551
1021,2,9498
1022,2,927
1023,2,390
1024,2,7288
1025,2,12999
1026,2,22961
1027,2,5443
1028,2,20814
1029,2,19466
1030,2,2058
1031,2,4914
1032,2,11928
1033,2,5990
1034,2,19205
1036,2,14131
1037,2,9958
1038,2,19829
1039,2,25986
1040,2,2055
1041,2,8709
1042,2,418
1043,2,26403
1044,2,17872
1045,2,10017
1046,2,4326
1047,2,23980
1048,2,8195
1049,2,5256
1050,2,17400
1051,2,14515
1052,2,7679
1053,2,8880
1054,2,16597
1055,2,21227
1056,2,3824
1057,2,7892
1058,2,8072
1059,2,14924
1060,2,19536
1062,2,6127
1063,2,12130
1064,2,28166
1065,2,4256
1066,2,553
1067,2,26661
1068,2,47
1069,2,17916
1070,2,11768
1071,2,16952
1072,2,12150
1073,2,14482
1074,2,1824
1076,2,2597
1078,2,14257
1079,2,4348
1080,2,22358
1082,2,938
1083,2,644
1084,2,23996
1085,2,22232
1086,2,24703
1087,2,3024
1089,2,7069
1091,2,1248
1092,2,11638
1093,2,10362
1094,2,26311
1095,2,10558
1096,2,18980
1097,2,4658
1098,2,13965
1099,2,7789
1100,2,23062
1101,2,6005
1103,2,3372
1104,2,1880
1105,2,11816
1106,2,7605
1107,2,16977
1109,2,7071
1110,2,7920
1111,2,11772
1112,2,16643
1113,2,16910
1114,2,13607
1115,2,18155
1116,2,14190
1117,2,24654
1118,2,15369
1119,2,12012
1120,2,20966
1121,2,21131
1122,2,1667
1123,2,11153
1124,2,13290
1125,2,23172
1126,2,6711
1127,2,12641
1128,2,20944
1129,2,5903
1130,2,21243
1132,2,11171
1134,2,14468
1135,2,8489
1136,2,15904
1137,2,25687
1138,2,16021
1139,2,15702
1140,2,8593
1141,2,3119
1142,2,867
1143,2,9249
1144,2,15389
1145,2,7864
1146,2,3248
1147,2,15341
1148,2,24500
1149,2,16912
1151,2,15309
1152,2,25990
1153,2,28521
1154,2,3603
1155,2,22854
1156,2,1050
1157,2,9903
1158,2,2722
1160,2,5991
1161,2,18676
1162,2,2261
1163,2,18869
1165,2,19140
1167,2,3124
1169,2,3817
1170,2,27153
1171,2,25345
1172,2,9473
1173,2,1632
1174,2,6940
1175,2,14705
1176,2,12088
1177,2,18367
1178,2,17289
1179,2,4311
1180,2,77
1181,2,16521
1182,2,15729
1183,2,17961
1184,2,27021
1185,2,17685
1186,2,18684
1187,2,17478
1188,2,8546
1189,2,4572
1190,2,11306
1191,2,15366
1193,2,8936
1194,2,14209
1195,2,2015
1196,2,9730
1197,2,6556
1198,2,4952
1199,2,21187
1200,2,3630
1201,2,15304
1202,2,12141
1204,2,26347
1205,2,10862
1206,2,15628
1208,2,28054
1209,2,13403
1210,2,20788
1211,2,25269
1212,2,10807
1213,2,10996
1214,2,1195
1215,2,10555
1216,2,9403
1217,2,2458
1218,2,21369
1219,2,20278
1220,2,17649
1221,2,8545
1223,2,21419
1224,2,3292
1225,2,18890
1226,2,9437
1227,2,13839
1228,2,6110
1230,2,11651
1231,2,18850
1232,2,23802
1233,2,10255
1234,2,960
1235,2,11694
1236,2,16017
1237,2,15380
1238,2,16270
1239,2,24075
1240,2,22024
1242,2,9034
1243,2,4676
1244,2,27635
1245,2,23896
1246,2,10356
1247,2,23463
1248,2,21178
1249,2,23457
1250,2,25154
1251,2,4462
1252,2,15486
1253,2,22551
1254,2,10630
1255,2,10784
1256,2,7353
1257,2,20334
1258,2,9707
1259,2,1718
1260,2,12015
1261,2,4792
1262,2,6167
1263,2,25612
1264,2,8461
1265,2,18268
1266,2,15815
1267,2,12736
1268,2,7848
1269,2,6423
1270,2,18838
1271,2,14864
1272,2,19699
1273,2,26575
1274,2,6809
1275,2,17794
1276,2,29776
1277,2,13984
1279,2,12035
1280,2,13577
1281,2,6424
1282,2,18241
1283,2,7001
1284,2,5953
1285,2,1401
1286,2,29371
1287,2,827
1288,2,6634
1289,2,28202
1290,2,5260
1292,2,1963
1293,2,9024
1294,2,2016
1295,2,7096
1296,2,2000
1297,2,3144
1298,2,24275
1300,2,3715
1301,2,3822
1302,2,9814
1303,2,9877
1304,2,14787
1305,2,4314
1306,2,8728
1307,2,18563
1308,2,10518
1309,2,7421
1310,2,3523
1311,2,13126
1312,2,16818
1313,2,15414
1314,2,24764
1315,2,27077
1316,2,7189
1317,2,26043
1318,2,7751
1319,2,3011
1320,2,23302
1322,2,13463
1323,2,40
1324,2,18805
1325,2,2724
1326,2,14701
1327,2,8110
1328,2,6733
1329,2,10561
1332,2,27601
1334,2,27808
1335,2,4420
1336,2,4543
1337,2,8540
1338,2,14809
1339,2,20105
1340,2,12226
1341,2,5728
1342,2,6891
1343,2,18087
1344,2,20114
1345,2,11265
1346,2,10486
1347,2,25461
1348,2,24357
1349,2,6213
1350,2,25219
1351,2,18120
1352,2,1969
1354,2,6382
1355,2,1671
1356,2,6899
1357,2,25174
1359,2,16209
1360,2,29852
1361,2,8136
1362,2,28633
1363,2,14138
1364,2,14717
1365,2,1309
1366,2,17979
1367,2,15442
1368,2,10294
1369,2,22335
1370,2,26987
1371,2,20902
1372,2,22569
1373,2,14199
1374,2,4173
1375,2,7411
1376,2,8702
1378,2,7871
1379,2,9185
1380,2,19614
1381,2,25761
1382,2,12562
1384,2,12759
1387,2,17291
1388,2,24952
1389,2,13541
1390,2,1777
1391,2,8575
1392,2,12882
1393,2,23428
1394,2,4184
1395,2,20872
1396,2,17998
1397,2,11225
1398,2,17842
1399,2,17205
1400,2,4659
1401,2,14165
1403,2,20383
1404,2,27133
1405,2,14037
1406,2,4585
1407,2,3339
1408,2,1918
1409,2,10783
1410,2,18646
1411,2,426
1412,2,1176
1413,2,18273
1414,2,12404
1415,2,17927
1416,2,13920
1417,2,11695
1419,2,21543
1420,2,22625
1421,2,10326
1422,2,15773
1423,2,9609
1425,2,901
1427,2,15332
1428,2,5238
1429,2,19164
1430,2,21185
1431,2,6682
1432,2,3610
1433,2,5907
1434,2,5462
1435,2,22980
1436,2,10422
1437,2,7550
1438,2,22340
1439,2,8667
1440,2,15272
1441,2,4775
1442,2,14580
1443,2,5680
1444,2,6227
1445,2,15376
1446,2,20498
1447,2,24482
1448,2,18790
1449,2,8879
1450,2,14646
1451,2,13067
1452,2,3797
1453,2,8846
1454,2,10424
1455,2,23554
1456,2,16758
1457,2,27181
1460,2,27799
1461,2,21476
1462,2,18781
1463,2,582
1464,2,24563
1465,2,16544
1466,2,13877
1468,2,7483
1469,2,17423
1470,2,23729
1471,2,10069
1472,2,4409
1473,2,10113
1474,2,20320
1475,2,26217
1476,2,22942
1477,2,19738
1478,2,22276
1479,2,3208
1480,2,674
1481,2,13853
1482,2,26907
1483,2,10166
1484,2,8874
1485,2,4718
1486,2,19696
1487,2,8
1488,2,2175
1490,2,19520
1492,2,12608
1494,2,20303
1495,2,4015
1496,2,11682
1497,2,5226
1498,2,10915
1499,2,13141
1500,2,23206
1501,2,2600
1502,2,4981
1503,2,15401
1506,2,7447
1507,2,27557
1508,2,1017
1509,2,9715
1510,2,4478
1511,2,19727
1512,2,15290
1513,2,1531
1514,2,9583
1516,2,8340
1517,2,15574
1518,2,21555
1519,2,1634
1520,2,24580
1521,2,9005
1522,2,13502
1523,2,23575
1524,2,13915
1525,2,8346
1526,2,16315
1527,2,25651
1528,2,10158
1529,2,19883
1530,2,5863
1531,2,9272
1532,2,19863
1533,2,16582
1534,2,24510
1535,2,22739
1536,2,9065
1538,2,12163
1539,2,23184
1540,2,6442
1541,2,9592
1542,2,14640
1544,2,17119
1545,2,337
1546,2,13247
1547,2,12732
1548,2,20991
1549,2,19214
1550,2,12279
1551,2,20339
1552,2,13804
1553,2,8396
1554,2,22669
1555,2,17293
1556,2,13147
1557,2,18686
1558,2,2494
1560,2,6919
1561,2,6343
1562,2,12245
1563,2,11553
1564,2,16221
1565,2,20651
1566,2,14042
1567,2,7243
1568,2,5360
1570,2,1678
1571,2,13362
1573,2,21483
1574,2,12301
1575,2,5756
1576,2,25750
1577,2,13794
1578,2,4068
1579,2,23890
1580,2,28763
1581,2,14513
1582,2,83
1583,2,12099
1584,2,5039
1585,2,9451
1586,2,7268
1587,2,2218
1588,2,5017
1589,2,13216
1590,2,9784
1591,2,2041
1592,2,15136
1593,2,23553
1594,2,11521
1595,2,8922
1596,2,4406
1597,2,27076
1598,2,22593
1599,2,18264
1600,2,19686
1601,2,10073
1602,2,3542
1603,2,14625
1604,2,6640
1605,2,19012
1606,2,20349
1607,2,15063
1608,2,13894
1609,2,10530
1610,2,10717
1611,2,22776
1612,2,1364
1613,2,583
1615,2,8648
1616,2,10803
1617,2,7023
1620,2,8272
1621,2,16733
1622,2,8457
1623,2,22083
1624,2,1649
1626,2,23914
1627,2,22872
1628,2,20650
1629,2,14537
1630,2,11348
1631,2,6767
1632,2,2301
1633,2,20923
1634,2,7971
1635,2,22467
1636,2,12727
1637,2,617
1639,2,13035
1640,2,13482
1641,2,15994
1642,2,23675
1643,2,19079
1644,2,7944
1645,2,12645
1646,2,13611
1648,2,12494
1649,2,13206
1650,2,15100
1651,2,25488
1653,2,10774
1654,2,18423
1655,2,18465
1656,2,10033
1657,2,10301
1658,2,6909
1659,2,5303
1660,2,12550
1661,2,7578
1662,2,20419
1663,2,18571
1664,2,9794
1665,2,14356
1666,2,23564
1667,2,9648
1668,2,2310
1669,2,18934
1670,2,11745
1671,2,5201
1672,2,1209
1673,2,7333
1674,2,25243
1675,2,12871
1676,2,9500
1679,2,20826
1680,2,6002
1681,2,6883
1682,2,9680
1684,2,7851
1685,2,4234
1686,2,9620
1687,2,17366
1688,2,3875
1689,2,29018
1690,2,21949
1691,2,17017
1692,2,15680
1693,2,9599
1694,2,29343
1695,2,14917
1696,2,1640
1697,2,4862
1698,2,22922
1699,2,16294
1700,2,6966
1701,2,9329
1702,2,11814
1703,2,15662
1704,2,9822
1705,2,27524
1706,2,9773
1707,2,21321
1708,2,14203
1709,2,22763
1710,2,25351
1711,2,11210
1712,2,2746
1713,2,7818
1714,2,26511
1715,2,16618
1716,2,24972
1717,2,24520
1718,2,15344
1719,2,16194
1721,2,10794
1722,2,10780
1724,2,2280
1725,2,3021
1726,2,22394
1727,2,9597
1728,2,9750
1730,2,7745
1731,2,8248
1732,2,23012
1733,2,23294
1734,2,13797
1735,2,7112
1736,2,5050
1737,2,29702
1738,2,23403
1739,2,5252
1740,2,18634
1741,2,6999
1742,2,20537
1743,2,18239
1744,2,16841
1745,2,14496
1746,2,4028
1747,2,8969
1748,2,20347
1749,2,18335
1750,2,24856
1751,2,25852
1753,2,10237
1755,2,1103
1756,2,7769
1758,2,564
1759,2,23562
1760,2,6170
1761,2,395
1763,2,4736
1764,2,2189
1765,2,21444
1766,2,14889
1767,2,14451
1768,2,23159
1769,2,2884
1770,2,14206
1771,2,10117
1772,2,6946
1773,2,3161
1774,2,19375
1776,2,21393
1777,2,29047
1778,2,25637
1779,2,9555
1780,2,8379
1781,2,2117
1782,2,10067
1783,2,12362
1784,2,10076
1785,2,11639
1786,2,14618
1787,2,25407
1788,2,27520
1789,2,27293
1790,2,4802
1791,2,5285
1792,2,25211
1793,2,22738
1796,2,25506
1797,2,16684
1798,2,13310
1799,2,2567
1800,2,3415
1801,2,7762
1802,2,14918
1803,2,4588
1804,2,2926
1805,2,16802
1806,2,20990
1807,2,7106
1808,2,17258
1809,2,25702
1810,2,678
1811,2,19916
1812,2,539
1813,2,3896
1814,2,15036
1815,2,3771
1816,2,14837
1817,2,3315
1818,2,20424
1819,2,14965
1820,2,7640
1822,2,28932
1823,2,14977
1824,2,14197
1825,2,11795
1826,2,24314
1827,2,26091
1828,2,23230
1829,2,24136
1830,2,1110
1831,2,24452
1832,2,23032
1833,2,17243
1834,2,8664
1836,2,11798
1837,2,15465
1838,2,3527
1839,2,11717
1840,2,24368
1841,2,20298
1842,2,3981
1843,2,29117
1845,2,13630
1846,2,17972
1847,2,2749
1848,2,16590
1849,2,18754
1850,2,22320
1851,2,6761
1852,2,28226
1853,2,15949
1854,2,25894
1855,2,5499
1856,2,20439
1857,2,16563
1858,2,4284
1859,2,6095
1860,2,28286
1863,2,22302
1864,2,7040
1865,2,14228
1866,2,20398
1867,2,23241
1868,2,15284
1869,2,16119
1870,2,14888
1871,2,3383
1872,2,15028
1873,2,20047
1874,2,18173
1875,2,3423
1876,2,4745
1877,2,5665
1878,2,23592
1879,2,4817
1880,2,172
1881,2,6800
1882,2,16167
1883,2,20407
1884,2,7331
1885,2,11672
1886,2,29246
1887,2,6621
1888,2,25448
1889,2,23801
1891,2,15814
1892,2,16054
1894,2,23080
1895,2,3213
1897,2,5718
1898,2,24310
1899,2,26552
1901,2,23875
1902,2,3970
1903,2,2401
1904,2,1715
1905,2,9585
1906,2,11293
1907,2,5200
1908,2,26354
1909,2,10678
1910,2,4216
1911,2,22039
1912,2,26981
1913,2,10503
1914,2,3410
1915,2,27082
1916,2,4443
1918,2,21194
1920,2,4625
1921,2,2544
1922,2,5764
1923,2,13613
1924,2,2397
1925,2,9009
1926,2,18500
1927,2,27507
1928,2,12708
1929,2,8052
1930,2,12855
1931,2,24235
1933,2,1917
1934,2,16437
1935,2,12805
1936,2,22259
1937,2,13886
1938,2,21280
1939,2,26773
1941,2,17327
1942,2,7635
1943,2,23328
1944,2,16183
1945,2,11218
1946,2,24958
1947,2,8235
1948,2,9616
1949,2,20832
1950,2,20299
1951,2,17847
1952,2,13063
1953,2,24410
1954,2,21354
1955,2,17299
1956,2,7958
1957,2,5752
1958,2,3830
1961,2,20113
1962,2,209
1963,2,8207
1964,2,1892
1965,2,16639
1966,2,5381
1967,2,24134
1969,2,13838
1970,2,18140
1971,2,25658
1972,2,15726
1973,2,14759
1974,2,9501
1975,2,7704
1976,2,6429
1977,2,14579
1978,2,14975
1979,2,22352
1980,2,6810
1981,2,15086
1982,2,15553
1983,2,3126
1984,2,1066
1986,2,12595
1987,2,23366
1989,2,23931
1990,2,28034
1991,2,460
1992,2,10487
1993,2,26355
1994,2,20575
1995,2,13593
1996,2,19263
1998,2,24503
1999,2,5250
2000,2,13489
2001,2,24133
2002,2,14739
2003,2,1421
2005,2,2935
2006,2,13774
2007,2,21353
2008,2,7211
2009,2,8302
2010,2,22737
2011,2,6300
2012,2,14490
2013,2,293
2014,2,13163
2015,2,23038
2016,2,477
2017,2,26046
2018,2,7210
2019,2,25851
2020,2,17156
2021,2,22471
2024,2,19813
2025,2,13689
2026,2,22549
2027,2,5005
2028,2,21485
2029,2,5843
2030,2,343
2031,2,7736
2032,2,551
2033,2,5432
2034,2,330
2035,2,12751
2036,2,14317
2037,2,20968
2038,2,595
2039,2,20953
2040,2,6713
2041,2,17947
2042,2,4492
2043,2,8597
2044,2,8741
2045,2,10553
2047,2,24367
2048,2,18987
2049,2,10205
2050,2,3504
2051,2,23447
2052,2,10900
2053,2,24426
2054,2,9031
2055,2,15946
2057,2,16116
