,opening_hours,city,creation_date,data_id,street,email,phone_number,name,address,lat,lon,revenue,cost_of_goods,cost_of_labor_month,fixed_costs_month,cost_of_labor_total,fixed_costs_total
27,12:00-23:00,San Francisco,5/16/17 5:04,78.0,Haight St,amity_hall_inn@inbox.com,0497-081463,Amity Hall Inn,"Haight St, San Francisco",37.7692388,-122.4530413,65076.6,24865.455,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
28,12:00-23:00,San Francisco,5/30/17 7:49,102.0,Lincoln Way,library_room@aol.com,0496-312433,Library Room,"Lincoln Way, San Francisco",37.7648408,-122.4901341,69850.2,13183.44,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
29,12:00-23:00,San Francisco,2/2/18 7:28,317.0,Leona Terrace,mills_hotel@gmail.com,0496-313456,Mills Hotel,"Leona Terrace, San Francisco",37.7831344,-122.4445421,47877.8,11466.33,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
30,12:00-23:00,San Francisco,4/28/17 14:52,41.0,S Hughes Ln - Golden Gate National Recreation Area,bert_hough_&_tony_franker___pabst_blue_ribbon@gmail.com,0498-587830,Bert Hough & Tony Franker   Pabst Blue Ribbon,"S Hughes Ln - Golden Gate National Recreation Area, San Francisco",,,73631.5,9697.695,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
31,12:00-23:00,San Francisco,4/26/17 18:19,36.0,Clover St,friends_of_hanthony_dyer@gmail.com,0495-277891,Friends Of H.Anthony Dyer,"Clover St, San Francisco",37.7596739,-122.4415182,71876.2,4110.389999999999,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
32,12:00-23:00,San Francisco,7/1/18 14:30,359.0,Sansome St,the_ballroom_of_the_hotel_plaza@yahoo.com,0494-478153,The Ballroom Of The Hotel Plaza,"Sansome St, San Francisco",37.8003953,-122.4026366,30176.9,4383.495,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
33,12:00-23:00,San Francisco,6/16/17 3:47,136.0,Doublerock St,brasserie_dalsace@mail.com,0495-312358,Brasserie Dalsace,"Doublerock St, San Francisco",,,67752.8,10762.529999999999,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
34,12:00-23:00,San Francisco,12/8/17 11:00,295.0,Fresnel Way,liptons_restaurant@mail.com,0499-421579,Liptons Restaurant,"Fresnel Way, San Francisco",37.8092721,-122.3613287,49428.7,28405.41,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
35,12:00-23:00,San Francisco,4/23/17 6:01,30.0,Harrison St,comrades_of_the_army_of_the_potomac@gmail.com,0494-503010,Comrades Of The Army Of The Potomac,"Harrison St, San Francisco",37.7700068,-122.4131192,64651.3,6901.74,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
36,12:00-23:00,San Francisco,12/15/17 1:35,300.0,Tucker Ave,dr_h_g_sherman@hotmail.com,0496-897141,Dr. H. G. Sherman,"Tucker Ave, San Francisco",37.7159384,-122.4059232,44006.200000000004,10781.429999999998,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
37,12:00-23:00,San Francisco,10/23/17 7:36,275.0,Meadowbrook Dr,hamburg_america_line@outlook.com,0495-118669,Hamburg America Line,"Meadowbrook Dr, San Francisco",37.732321,-122.4845323,55284.3,5457.285,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
38,12:00-23:00,San Francisco,12/8/18 1:04,399.0,John F Kennedy Dr,santa_fe_dining_car_service@yahoo.com,0496-559782,Santa Fe Dining Car Service,"John F Kennedy Dr, San Francisco",37.7715083,-122.4770403,14654.5,13278.24,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
39,12:00-23:00,San Francisco,7/3/17 13:43,159.0,Avenue M,restaurant_faberhof@outlook.com,0494-730473,Restaurant Faberhof,"Avenue M, San Francisco",37.8219685,-122.3647556,67287.5,9065.295,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
40,12:00-23:00,San Francisco,8/15/17 6:47,204.0,Knott Ct,dante@inbox.com,0498-723637,Dante,"Knott Ct, San Francisco",37.7091083,-122.4409069,58897.399999999994,13549.215,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
41,12:00-23:00,New York,6/15/18 7:26,356.0,Avenue C,society_of_colonial_wars_in_state_of_new_jersey@inbox.com,0499-532891,Society Of Colonial Wars In State Of New Jersey,"Avenue C, New York",40.720779,-73.9812617,34765.4,11044.725,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
42,12:00-23:00,New York,6/10/18 19:58,353.0,Tenny Pl,sheraton_blackstone_chicago@inbox.com,0497-637785,Sheraton Blackstone Chicago,"Tenny Pl, New York",,,31486.6,8360.189999999999,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
43,12:00-23:00,San Francisco,4/17/17 4:22,24.0,Cordelia St,greenhuts_lunch_room_at_18th_and_19th_streets@outlook.com,0497-157694,Greenhuts Lunch Room at 18th and 19th Streets.,"Cordelia St, San Francisco",37.7974935,-122.4090343,100228.0,8592.68004867,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
44,12:00-23:00,San Francisco,7/26/17 8:00,183.0,Italy Ave,yale_alumni_association@mail.com,0498-591241,Yale Alumni Association,"Italy Ave, San Francisco",37.7165755,-122.4355516,70012.5,6302.67,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
45,12:00-23:00,San Francisco,5/19/17 10:57,84.0,Beacon St,au_chat_noir@hotmail.com,0495-777151,Au Chat Noir,"Beacon St, San Francisco",37.740838,-122.432936,78492.7,11272.893021479998,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
46,12:00-23:00,San Francisco,6/3/17 6:10,111.0,Mansfield St,pennsylvania_tours_to_the_golden_gate@hotmail.com,0499-240382,Pennsylvania Tours To The Golden Gate,"Mansfield St, San Francisco",37.7238752,-122.4238589,62266.9,6550.47,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
47,12:00-23:00,San Francisco,12/12/17 7:40,298.0,San Marcos Ave,grand_union_hotel@inbox.com,0494-309588,Grand Union Hotel,"San Marcos Ave, San Francisco",37.7468253,-122.4654674,48634.9,3665.49,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
48,12:00-23:00,San Francisco,4/24/17 5:24,33.0,Sunview Dr,tower_restaurant_and_cafe@yahoo.com,0496-446296,Tower Restaurant And Cafe,"Sunview Dr, San Francisco",37.747247,-122.446444,71750.2,9417.509999999998,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
49,12:00-23:00,San Francisco,4/30/17 6:32,45.0,Reservoir Rd,usgovernment@gmail.com,0499-531905,U.S.Government,"Reservoir Rd, San Francisco",37.80975875,-122.3658192981293,75152.6201432,7043.355,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
50,12:00-23:00,San Francisco,8/18/18 4:18,373.0,Ocean Ave,friends_of_mr_charles_a_brunn@mail.com,0495-857428,Friends Of Mr. Charles A. Brunn,"Ocean Ave, San Francisco",37.7229141,-122.4483883,24322.2,4438.844999999999,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
51,12:00-23:00,San Francisco,9/19/17 11:30,250.0,Annie St,western_reserve_university@mail.com,0498-266434,Western Reserve University,"Annie St, San Francisco",37.787285,-122.401872,53511.9,3620.49,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
52,12:00-23:00,San Francisco,4/22/17 9:33,28.0,Burke Ave,society_of_medical_jurisprudence@hotmail.com,0495-967704,Society Of Medical Jurisprudence,"Burke Ave, San Francisco",37.7443504,-122.3858741,87889.6,6212.820000000001,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
53,12:00-23:00,San Francisco,9/1/17 6:20,226.0,Elm St,waldorf_astoria_hotel@hotmail.com,0494-718497,Waldorf Astoria Hotel,"Elm St, San Francisco",37.7794841,-122.436422,60983.4,24397.545,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
54,12:00-23:00,San Francisco,7/25/18 6:16,365.0,Calgary St,frederik_viii@hotmail.com,0498-505329,Frederik Viii,"Calgary St, San Francisco",37.7088809,-122.4159924,28070.7,19081.05,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
55,12:00-23:00,San Francisco,2/9/18 10:16,321.0,Laurel St,hotel_de_la_tremoille@aol.com,0496-792550,Hotel De La Tremoille,"Laurel St, San Francisco",37.7886491,-122.4504985,43254.6,8441.505000000001,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
56,12:00-23:00,San Francisco,12/6/17 17:21,293.0,Flournoy St,"russell_house,the@aol.com",0496-624597,"Russell House,The","Flournoy St, San Francisco",37.7086054,-122.4618347,46958.6,5638.485,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
57,12:00-23:00,San Francisco,11/23/18 4:42,393.0,Southard Pl,friends_of_geo_w_gardner@hotmail.com,0499-673234,Friends Of Geo W. Gardner,"Southard Pl, San Francisco",37.8011191,-122.4190783,13306.6,15185.714999999998,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
58,12:00-23:00,San Francisco,4/15/17 13:05,21.0,Bosworth St,ss_bruce@inbox.com,0495-086825,S.S. Bruce,"Bosworth St, San Francisco",37.7332038,-122.4324315,78008.1,9078.554999999998,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
59,12:00-23:00,San Francisco,4/13/17 12:08,16.0,Harrison Blvd - Golden Gate National Recreation Area,henri_confiseur@inbox.com,0499-393361,Henri Confiseur,"Harrison Blvd - Golden Gate National Recreation Area, San Francisco",,,82170.8,3341.31,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
60,12:00-23:00,San Francisco,6/15/17 7:41,133.0,Nevada St,the_guaranty_club@yahoo.com,0495-732270,The Guaranty Club,"Nevada St, San Francisco",37.7400803,-122.4113526,60017.600000000006,3410.9249999999997,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
61,12:00-23:00,San Francisco,6/24/17 3:16,147.0,Cabrillo St,international_railway_congress@hotmail.com,0494-344541,International Railway Congress,"Cabrillo St, San Francisco",37.7737083,-122.5004118,78099.5,8012.894999999999,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
62,12:00-23:00,San Francisco,6/11/18 19:41,354.0,Bush St,orpheus_masquerade@hotmail.com,0499-888462,Orpheus Masquerade,"Bush St, San Francisco",37.7906729,-122.4047879,34996.4,21278.609999999997,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
63,12:00-23:00,San Francisco,6/11/17 5:52,120.0,Nike Rd,royal_literary_fund@mail.com,0494-481828,Royal Literary Fund,"Nike Rd, San Francisco",37.7572729,-122.4579215,62620.1,3096.5699999999997,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
64,12:00-23:00,San Francisco,6/22/17 7:40,144.0,Lloyd St,municipal_art_society@inbox.com,0499-650581,Municipal Art Society,"Lloyd St, San Francisco",37.7697745,-122.4360966,72500.8,8487.24,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
65,12:00-23:00,San Francisco,5/27/17 7:06,96.0,Kenwood Way,mckees_restaurant@inbox.com,0495-516587,McKees Restaurant,"Kenwood Way, San Francisco",37.7280605,-122.4628968,61910.9,7956.96,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
66,12:00-23:00,San Francisco,8/14/17 22:32,202.0,Gardenside Dr,royal_hawaiian_hotel_(sheraton_hotels_in_hawaii)@outlook.com,0498-522720,Royal Hawaiian Hotel (Sheraton Hotels In Hawaii),"Gardenside Dr, San Francisco",37.7533568,-122.4452542,49852.8,4125.96,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
67,12:00-23:00,San Francisco,9/20/17 1:06,251.0,R St,graemere_hotel@mail.com,0494-021028,Graemere Hotel,"R St, San Francisco",37.7218398,-122.371942,51905.5,5284.11,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
68,12:00-23:00,San Francisco,9/6/17 17:10,235.0,Commer Ct,the_four_seasons_motor_hotel@hotmail.com,0499-081563,The Four Seasons Motor Hotel,"Commer Ct, San Francisco",37.732565,-122.38491,55127.1,2911.786101975,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
69,12:00-23:00,San Francisco,4/13/17 10:49,15.0,Donner Ave,robert_e_peary@inbox.com,0494-709746,Robert E. Peary,"Donner Ave, San Francisco",37.7222771,-122.3902752,57259.4,8655.27,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
70,12:00-23:00,San Francisco,9/9/17 11:46,237.0,Annie St,henry_van_schaick@yahoo.com,0498-028115,Henry Van Schaick,"Annie St, San Francisco",37.787285,-122.401872,59297.700000000004,9483.645,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
71,12:00-23:00,San Francisco,3/1/18 7:28,325.0,Edinburgh St,hotel_lexington@hotmail.com,0497-521831,Hotel Lexington,"Edinburgh St, San Francisco",37.7145441,-122.4370468,47704.7,5340.96,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
72,12:00-23:00,San Francisco,9/18/17 17:11,249.0,Point Lobos,king_umberto_and_queen_margharita@yahoo.com,0495-066886,King Umberto And Queen Margharita,"Point Lobos, San Francisco",37.7790684,-122.5124769,55227.4,12679.29,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
73,12:00-23:00,San Francisco,8/14/17 15:26,201.0,Spofford St,state_department_special_to_the_pand_american_congress_at_the_city_of_mexico_(pullman_car_service)@inbox.com,0494-454774,State Department Special To The Pand American Congress At The City Of Mexico (Pullman Car Service),"Spofford St, San Francisco",37.794549,-122.4074008,58430.8,9252.48,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
74,12:00-23:00,New York,11/9/17 2:46,279.0,Vesey Pl,blanchs@mail.com,0497-871572,Blanchs,"Vesey Pl, New York",40.7154952,-74.0166727,60015.7,9001.769999999999,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
75,12:00-23:00,New York,4/28/17 12:25,40.0,W 98th St,ocean_house@mail.com,0499-857831,Ocean House,"W 98th St, New York",40.796004,-73.9709366,90328.1,9699.9,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
76,12:00-23:00,San Francisco,7/10/17 7:40,166.0,Elk St,assembly@gmail.com,0494-892101,Assembly,"Elk St, San Francisco",37.7349834,-122.4399432,72000.3,19422.18,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
77,12:00-23:00,New York,11/17/17 16:19,285.0,E 15th St,santa_fe_route_dining_car_service@gmail.com,0494-055669,Santa Fe Route Dining Car Service,"E 15th St, New York",40.612957,-73.959079,52115.1,14575.32,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
78,12:00-23:00,New York,2/10/18 9:39,322.0,W 181st St,chocorua_inn@hotmail.com,0495-270358,Chocorua Inn,"W 181st St, New York",40.8498016,-73.9348747,56425.299999999996,9761.49,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
79,12:00-23:00,New York,9/20/17 23:51,252.0,E 73rd St,greenhut-siegel_cooper_co@yahoo.com,0495-593848,Greenhut-Siegel Cooper Co.,"E 73rd St, New York",40.6285234,-73.9174381,59403.1,3977.25,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
80,12:00-23:00,New York,12/13/17 22:23,299.0,Clarkson St,simpson_timber@aol.com,0497-506171,Simpson Timber,"Clarkson St, New York",40.7297141,-74.0093067,46907.0,7526.94,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
81,12:00-23:00,New York,12/1/18 23:50,396.0,Pitt St,parisien@aol.com,0494-018538,Parisien,"Pitt St, New York",40.7170934,-73.983149,13082.4,4632.54,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
82,12:00-23:00,New York,12/27/17 11:42,306.0,South End Ave,the_florida_brewing_co@outlook.com,0496-784129,The Florida Brewing Co.,"South End Ave, New York",40.7090555,-74.0169615,52816.7,4184.925,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
83,12:00-23:00,New York,7/26/17 8:51,184.0,W 102nd St,neuman_&_bogdonoff@gmail.com,0495-494828,Neuman & Bogdonoff,"W 102nd St, New York",40.7974858,-73.9665991,73360.3,9665.475,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
84,12:00-23:00,New York,4/10/17 19:20,12.0,Fort George Ave,roome_lodge@mail.com,0494-584106,Roome Lodge,"Fort George Ave, New York",40.8577931,-73.9266696,87314.8,11773.904999999999,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
85,12:00-23:00,New York,12/1/17 5:56,291.0,Rockefeller Plaza,hd_bristols_oyster_&_chop_house@outlook.com,0496-661932,H.D. Bristols Oyster & Chop House,"Rockefeller Plaza, New York",40.7591509,-73.9784267,58323.6,4807.605,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
86,12:00-23:00,New York,7/17/17 14:10,176.0,Gramercy Park W,royal_york_hotel@yahoo.com,0499-519605,Royal York Hotel,"Gramercy Park W, New York",40.7382236,-73.9866315,66135.40000000001,9760.095,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
87,12:00-23:00,New York,8/29/17 16:07,219.0,W 37th St,jj_haggartys_mezzanine_tea_room@gmail.com,0496-665065,J.J. Haggartys Mezzanine Tea Room,"W 37th St, New York",40.7540358,-73.9919481,57974.600000000006,10784.07,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
88,12:00-23:00,New York,4/4/17 12:46,1.0,W 168th St,palliser_hotel@aol.com,0494-416309,Palliser Hotel,"W 168th St, New York",40.83835,-73.924924,73030.0,3442.6949999999997,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
89,12:00-23:00,New York,5/17/18 9:52,349.0,E 36th St,haverford_association_of_new_york@hotmail.com,0494-267012,Haverford Association Of New York,"E 36th St, New York",40.7463092,-73.9755191,45678.799999999996,8456.669999999998,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
90,12:00-23:00,New York,4/27/17 10:43,38.0,3rd Pl,alpha_deuteron_phi_gamma_delta@outlook.com,0494-756169,Alpha Deuteron Phi Gamma Delta,"3rd Pl, New York",40.7075309,-74.0172542,88521.6,8871.12,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
91,12:00-23:00,New York,4/22/17 19:31,29.0,W 116th St,national_wholesale__druggists_association@yahoo.com,0494-229559,National Wholesale  Druggists Association,"W 116th St, New York",40.8033402,-73.9528166,76442.2,18383.61,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
92,12:00-23:00,New York,11/22/17 23:37,287.0,Marketfield St,usatlantic_fleet_crews@gmail.com,0497-061282,U.S.Atlantic Fleet Crews,"Marketfield St, New York",40.7047008,-74.0122052,61891.799999999996,3460.89,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
93,12:00-23:00,New York,8/29/17 22:06,220.0,W 220th St,steamship_yucatan@inbox.com,0495-294565,Steamship Yucatan,"W 220th St, New York",40.8722414,-73.9126036,71287.09999999999,8962.095,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
94,12:00-23:00,New York,8/7/17 1:12,191.0,Pell St,hotel_gloria@inbox.com,0499-713286,Hotel Gloria,"Pell St, New York",40.7148267,-73.9980379,76593.3,8060.835,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
